PàS;pe.a.ɛs
Portogallia;pu.la
Portogallo;pʁaɡ.ma.tik
Portoricaine;pɔʁ.to.ʁi.kɛn
Portoricaines;pɔʁ.to.ʁi.kɛn
Portoricains;pɔʁ.to.ʁi.kɛ̃
Portugaal;pu.la
Portugais;pɔʁ.ty.ɡɛ
Portugaise;pɔʁ.ty.ɡɛz
Portugaises;pɔʁ.ty.ɡɛz
Portugal;pɔʁ.ty.ɡal
Portugali;pʁaɡ.ma.tik
Portugalia;pʁaɡ.ma.tik
Portugalija;pʁaɡ.ma.tik
Portugalijo;pu.la
Portugalio;pʁaɡ.ma.tik
Portugaliya;pu.la
Portugaliye;pu.la
Portugall;pʁaɡ.ma.tik
Portugallia;pʁaɡ.ma.tik
Portugallu;pʁaɡ.ma.tik
Portugalska;pʁaɡ.ma.tik
Portugalsko;pʁaɡ.ma.tik
Portugiese;plɑ̃
Portugiesin;plɑ̃
Portuqaliya;pu.la
Portyngal;pʁaɡ.ma.tik
Porzay;pɔʁ.zɛ
Poséidon;po.se.i.dɔ̃
Possessivpronomen;pɛʁm
Poster;pɔs.tɛʁ
Postleitzahl;plɑ̃
Poston;pɔs.tɔ̃
Posugol;pu.la
Potemkine;pɔ.tɛm.kin
Potenza;pɔ.tɛn.za
Potenzial;pɔ.li.nez.jɛ̃
Potière;pɔ.tjɛʁ
Potigny;pɔ.ti.ɲi
Potose;pɔ.toz
Pottonais;pɔ.tɔ.nɛ
Potugala;pu.la
Potukara;pu.la
Poubelle;pu.bɛl
Pouce;pʁɔ.tʁy.zibl
Pouchkine;puʃ.kin
Pouget;puʒɛ
Pougnadoresse;pu.ɲa.do.ʁɛs
Pougnerand;puɲ.ʁɑ̃
Pougnerande;puɲ.ʁɑ̃d
Pougnerandes;puɲ.ʁɑ̃d
Pougnerands;puɲ.ʁɑ̃
Pougny;pu.ɲi
Poujade;puʒad
Poularois;pu.la.ʁwa
Poulbot;pul.bo
Pouni;pu.ni
Poupe;pup
Poupou;pu.pu
Poura;pu.ʁa
Pourchères;puʁ.ʃɛʁ
Pourim;pu.ʁim
Poursac;puʁ.sak
Poursacais;puʁ.sa.kɛ
Poursacaise;puʁ.sa.kɛz
Poussard;pu.saʁ
Poussin;pu.sɛ̃
Poussins;pu.sɛ̃
Poutine;pu.tin
Poutou;pu.tu
Pouvrai;pu.vʁɛ
PowerPoint;pɑ.wœʁ.pɔjnt
Poyaudin;pɔ.jo.dɛ̃
Poyaudine;pɔ.jo.din
Poyaudines;pɔ.jo.din
Poyaudins;pɔ.jo.dɛ̃
Poytuga;pu.la
Préalpes;pʁe.alp
Précambrien;pʁe.kɑ̃.bʁi.jɛ̃
Préchacquaises;pʁe.ʃa.kɛz
Précycoise;pʁe.si.kwaz
Préfectance;pʁe.fɛk.tɑ̃s
Prémesquois;pʁe.mɛ.kwa
Prémonter;pʁe.mɔ̃.te
Prémontois;pʁe.mɔ̃.twa
Prépotin;pʁe.pɔ.tɛ̃
Présentationnois;pʁe.zɑ̃.ta.sjɔ.nwa
Prétoria;pʁe.tɔ.ʁja
Prétorien;pʁe.tɔ.ʁjɛ̃
Prêtreville;pʁɛ.tʁə.vil
Prüfung;pa.ʁe.i.dɔ.li
Prad;fɔlk.lɔ.ʁi.za
Pradelles;pʁa.dɛl
Prades;pʁad
Praeksplodo;fʁɑ̃.ʃi.mɑ̃.dɛ.ʒə.ʁɛ
Praetorians;pa.ta.ka
Praga;pʁaɡ
Prago;pʁaɡ
Pragois;pʁa.ɡwa
Prague;pʁaɡ
Praguien;pʁa.ɡjɛ̃
Praguois;pʁa.ɡwa
Praha;pʁaɡ
Prairivois;pʁɛ.ʁi.vwa
Praktikum;pʁɔk.ʁas.ti.ne
Prato;pʁa.tɔ
Praxitèle;pʁa.ksi.tɛl
Prediger;pɔ.li.nez.jɛ̃
Preissacois;pʁɛ.sa.kwa
Preixanaise;pʁɛ.ksa.nɛz
Presles;pʁɛl
Pretoria;pʁe.tɔ.ʁja
Priçois;pʁi.swa
Priabonien;pʁi.a.bɔ.njɛ̃
Priam;pʁiam
Priape;pʁi.jap
Pridnestrovie;pʁid.nɛs.tʁɔ.vi
Pridolien;pʁi.dɔ.ljɛ̃
Primaire;pʁi.mɛʁ
Primaires;pʁi.mɛʁ
Primat;pʁi.ma
Primitivo;pʁɛst
Primois;pʁi.mwa
Primordial;pʁi.mɔʁ.djal
Primzahl;pɛʁm
Princevillois;pʁɛ̃s.vi.lwa
Princilien;pʁɛ̃.si.ljɛ̃
Prinz;pɔ.li.nez.jɛ̃
Prinzessin;pɔ.li.nez.jɛ̃
Prinzregent;plɑ̃
Priscilla;pʁi.sil
Priscille;pʁi.sil
Priscillia;pʁi.si.lja
Prise;pɔ.li.nez.jɛ̃
Privas;pʁi.va
Probe;pɔ.li.nez.jɛ̃
Probenza;pʁɔ.vɑ̃s
Problématique;p
Procruste;pʁɔk.ʁyst
Procuste;pʁɔ.kyst
Prods;fi.na.li.za.sjɔ̃
Professor;paʁk
Profi;pɔ.li.nez.jɛ̃
Profondeville;pʁɔ.fɔ̃d.vil
Progressives;fa.dɛt
Projekt;plat
Projektil;pɔ.li.nez.jɛ̃
Prolog;pʁɔ.lɔɡ
Prométhée;pʁɔ.me.te
Promotion;pʁɔ.mɔ.sjɔ̃
Pronvillois;pʁɔ̃.vi.lwa
Prophylaxe;pɛʁm
Proposition;pɔ.li.nez.jɛ̃
Propst;pɔ.li.nez.jɛ̃
Proseccos;fy.ʁi.bɔ̃.de
Proserpine;pʁɔ.zɛʁ.pin
Prospérien;pʁɔs.pe.ʁjɛ̃
Prospéro;pʁɔs.pe.ʁo
Prosper;pʁɔs.pɛʁ
Prospero;pʁɔs.pe.ʁo
Prostata;pɛʁm
Prostigmine;pʁɔ.stiɡ.min
Prostitution;pʁɔs.ti.ty.sjɔ̃
Protée;pʁɔ.te
Protérozoïque;pʁɔ.te.ʁo.zɔ.ik
Protein;plɑ̃
Protestant;pʁɔ.tɛs.tɑ̃
Proton;pʁɔ.tɔ̃
Proulx;pʁu
Proussy;pʁu.si
Provença;pʁɔ.vɑ̃s
Provençal;pʁɔ.vɑ̃.sal
Provençale;pʁɔ.vɑ̃.sal
Provence;pʁɔ.vɑ̃s
Provenco;pʁɔ.vɑ̃s
Provenza;pʁɔ.vɑ̃s
Proviant;fɔ.nɔ.tek
Provins;pʁɔ.vɛ̃
Prowansja;pʁɔ.vɑ̃s
Prozedere;pɛʁm
Prozession;pɔ.li.nez.jɛ̃
Prozessor;pɔ.li.nez.jɛ̃
Prudence;pʁy.dɑ̃s
Prunaysien;pʁy.nɛ.zjɛ̃
Prunaysienne;pʁy.nɛ.zjɛn
Prunaysiennes;pʁy.nɛ.zjɛn
Prunaysiens;pʁy.nɛ.zjɛ̃
Prune;pʁyn
Prunol;pʁy.nɔl
Prunolle;pʁy.nɔl
Prunolles;pʁy.nɔl
Prunols;pʁy.nɔl
Prusco;pʁys.kɔ
Pruscos;pʁɔ.tɔ.lɔ.ʒism
Prusse;pʁys
Prussien;pʁy.sjɛ̃
Prussienne;pʁy.sjɛn
Pruvenza;pʁɔ.vɑ̃s
Psamathée;psa.ma.te
Psara;psa.ʁa
Psariote;psa.ʁjɔt
Psariotes;psa.ʁjɔt
Pseudowissenschaft;plɑ̃
Psilocybin;plɑ̃
Pst;pe.ɛs.te
Psychiater;pɔ.li.nez.jɛ̃
Psychiatrie;plɑ̃
Psychose;plɑ̃
Psychrometrie;pa.ʃi.ʃi.mi
Ptérygotes;pte.ʁi.ɡɔt
Ptyx;ptiks
Publikumsjoker;pɛʁm
Publizistik;pɛʁm
Puck;pɔk
Pudding;pu.ding
Puder;pɛʁm
Puichéricais;pɥi.ʃe.ʁi.kɛ
Puichéricaise;pɥi.ʃe.ʁi.kɛ
Puimichelienne;pɥi.mi.ʃə.ljɛn
Puimicheliennes;pɥi.mi.ʃə.ljɛn
Puimissonnaise;pɥi.mi.sɔ.nɛz
Puisaye;pɥi.zɛ
Pula;py.la
Pullmans;fa.dɛt
Pullover;pɔ.li.nez.jɛ̃
Pult;pɛʁm
Pulutugal;pu.la
Pulverschnee;pla.nɔ.ɡa.mi
Puma;py.ma
Punicus;pyl.pa
Punjab;pun.ʒab
Punjabi;pun.ʒa.bi
Puppe;pɛʁm
Puppenstube;pɛʁm
Purim;py.ʁim
Purtuallo;pu.la
Pussay;py.sɛ
Puteaux;py.to
Puvirniturmiuq;pu.viʁ.ni.tuʁ.mjuk
Puycalveloise;pɥi.kal.və.lwaz
Pyongyang;pjɔ̃ɡ.jɑ̃ɡ
Pyrénées;pi.ʁe.ne
Pyrameus;pe.ky.njo
Pyratelles;pi.ʁa.tɛl
Pyrates;pi.ʁat
Pyreneeën;pɛʁ
Pyrenees;pi.ʁe.ne
Pyreneje;pi.ʁe.ne
Pyrolite;pi.ʁɔ.lit
Pyrrhus;pi.ʁys
Pyrrhussieg;pɛʁm
Pythicus;pitik
Pythie;pi.ti
Pythius;pitik
Pytho;pitik
Python;pi.tɔ̃
pà;fi.la.se.tism
pàgina;pa.ka
pàisser;pas.ka.lin
pâine;pɛst
pâlîmes;pa.lim
pâlît;pa.li
pâlîtes;pa.lit
pâle;pɑl
pâles;pɑl
pâleur;pa.lœʁ
pâleurs;pa.lœʁ
pâli;pa.li
pâlichon;pɑ.li.ʃɔ̃
pâlie;pa.li
pâlies;pa.li
pâlir;pɑ.liʁ
pâlira;pa.li.ʁa
pâlirai;pa.li.ʁe
pâliraient;pa.li.ʁɛ
pâlirais;pa.li.ʁɛ
pâlirait;pa.li.ʁɛ
pâliras;pa.li.ʁa
pâlirent;pa.liʁ
pâlirez;pa.li.ʁe
pâliriez;pa.li.ʁje
pâlirions;pa.li.ʁjɔ̃
pâlirons;pɑ.li.ʁɔ̃
pâliront;pa.li.ʁɔ̃
pâlis;pa.li
pâlissaient;pa.li.sɛ
pâlissais;pa.li.sɛ
pâlissait;pa.li.sɛ
pâlissant;pa.li.sɑ̃
pâlisse;pa.lis
pâlissent;pa.lis
pâlisses;pa.lis
pâlissez;pa.li.se
pâlissiez;pa.li.sje
pâlissions;pa.li.sjɔ̃
pâlissons;pa.li.sɔ̃
pâlit;pa.li
pâlot;pɑ.lo
pâlots;pɑ.lɔ
pâlotte;pɑ.lɔt
pâlottes;pa.lɔt
pâmâmes;pa.mam
pâmât;pa.ma
pâmâtes;pa.mat
pâmèrent;pa.mɛʁ
pâmé;pa.me
pâmée;pa.me
pâmées;pa.me
pâmés;pa.me
pâma;pa.ma
pâmai;pa.me
pâmaient;pa.mɛ
pâmais;pa.mɛ
pâmait;pa.mɛ
pâmant;pa.mɑ̃
pâmas;pa.ma
pâmasse;pa.mas
pâmassent;pa.mas
pâmasses;pa.mas
pâmassiez;pa.ma.sje
pâmassions;pa.ma.sjɔ̃
pâme;pam
pâment;pam
pâmer;pɑ.me
pâmera;pa.mə.ʁa
pâmerai;pa.mə.ʁe
pâmeraient;pa.mə.ʁɛ
pâmerais;pa.mə.ʁɛ
pâmerait;pa.mə.ʁɛ
pâmeras;pa.mə.ʁa
pâmerez;pa.mə.ʁe
pâmeriez;pa.mə.ʁje
pâmerions;pa.mə.ʁjɔ̃
pâmerons;pa.mə.ʁɔ̃
pâmeront;pa.mə.ʁɔ̃
pâmes;pam
pâmez;pa.me
pâmiez;pa.mje
pâmions;pa.mjɔ̃
pâmoison;pa.mwa.zɔ̃
pâmoisons;pa.mwa.zɔ̃
pâmons;pa.mɔ̃
pânico;pɑ̃.pa
pântano;pa.no
pâque;pɑk
pâquebleu;pɑkb.lœ
pâquerette;pɑk.ʁɛt
pâquerettes;pak.ʁɛt
pâques;pɑk
pâquis;pa.ki
pârâmes;pɑ.ʁam
pârât;pɑ.ʁa
pârâtes;pɑ.ʁat
pârèrent;pɑ.ʁɛʁ
pâré;pɑ.ʁe
pârée;pɑ.ʁe
pârées;pɑ.ʁe
pârés;pɑ.ʁe
pâra;pɑ.ʁa
pârai;pɑ.ʁe
pâraient;pɑ.ʁɛ
pârais;pɑ.ʁɛ
pârait;pɑ.ʁɛ
pârant;pɑ.ʁɑ̃
pâras;pɑ.ʁa
pârasse;pɑ.ʁas
pârassent;pɑ.ʁas
pârasses;pɑ.ʁas
pârassiez;pɑ.ʁa.sje
pârassions;pɑ.ʁa.sjɔ̃
pâre;pɑʁ
pârent;pɑʁ
pârer;pɑ.ʁe
pârera;pɑ.ʁə.ʁa
pârerai;pɑ.ʁə.ʁe
pâreraient;pɑ.ʁə.ʁɛ
pârerais;pɑ.ʁə.ʁɛ
pârerait;pɑ.ʁə.ʁɛ
pâreras;pɑ.ʁə.ʁa
pârerez;pɑ.ʁə.ʁe
pâreriez;pɑ.ʁə.ʁje
pârerions;pɑ.ʁə.ʁjɔ̃
pârerons;pɑ.ʁə.ʁɔ̃
pâreront;pɑ.ʁə.ʁɔ̃
pâres;pɑʁ
pârez;pɑ.ʁe
pâriez;pɑ.ʁje
pârions;pɑ.ʁjɔ̃
pârons;pɑ.ʁɔ̃
pâtâmes;pɑ.tam
pâtât;pɑ.ta
pâtâtes;pɑ.tat
pâtèrent;pɑ.tɛʁ
pâté;pɑ.te
pâtée;pɑ.te
pâtées;pɑ.te
pâtés;pɑ.te
pâtîmes;pa.tim
pâtît;pa.ti
pâtîtes;pa.tit
pâta;pɑ.ta
pâtai;pɑ.te
pâtaient;pɑ.tɛ
pâtais;pɑ.tɛ
pâtait;pɑ.tɛ
pâtant;pɑ.tɑ̃
pâtas;pɑ.ta
pâtasse;pɑ.tas
pâtassent;pɑ.tas
pâtasses;pɑ.tas
pâtassiez;pɑ.ta.sje
pâtassions;pɑ.ta.sjɔ̃
pâte;pɑt
pâtent;pɑt
pâter;pɑ.te
pâtera;pɑ.tə.ʁa
pâterai;pɑ.tə.ʁe
pâteraient;pɑ.tə.ʁɛ
pâterais;pɑ.tə.ʁɛ
pâterait;pɑ.tə.ʁɛ
pâteras;pɑ.tə.ʁa
pâterez;pɑ.tə.ʁe
pâteriez;pɑ.tə.ʁje
pâterions;pɑ.tə.ʁjɔ̃
pâterons;pɑ.tə.ʁɔ̃
pâteront;pɑ.tə.ʁɔ̃
pâtes;pɑt
pâteuse;pa.tøz
pâteuses;pa.tøz
pâtez;pɑ.te
pâti;pa.ti
pâtiez;pɑ.tje
pâtiments;pɑ.ti.mɑ̃
pâtions;pɑ.tjɔ̃
pâtir;pɑ.tiʁ
pâtira;pɑ.ti.ʁa
pâtirai;pa.ti.ʁe
pâtiraient;pa.ti.ʁɛ
pâtirais;pa.ti.ʁɛ
pâtirait;pa.ti.ʁɛ
pâtiras;pa.ti.ʁa
pâtirent;pa.tiʁ
pâtirez;pa.ti.ʁe
pâtiriez;pa.ti.ʁje
pâtirions;pa.ti.ʁjɔ̃
pâtirons;pɑ.ti.ʁɔ̃
pâtiront;pa.ti.ʁɔ̃
pâtis;pɑ.ti
pâtissâmes;pa.ti.sam
pâtissât;pa.ti.sa
pâtissâtes;pa.ti.sat
pâtissèrent;pa.ti.sɛʁ
pâtissé;pa.ti.se
pâtissa;pa.ti.sa
pâtissai;pa.ti.se
pâtissaient;pa.ti.sɛ
pâtissais;pa.ti.sɛ
pâtissait;pa.ti.sɛ
pâtissant;pa.ti.sɑ̃
pâtissante;pa.ti.sɑ̃t
pâtissantes;pa.ti.sɑ̃t
pâtissants;pa.ti.sɑ̃
pâtissas;pa.ti.sa
pâtissasse;pa.ti.sas
pâtissassent;pa.ti.sas
pâtissasses;pa.ti.sas
pâtissassiez;pa.ti.sa.sje
pâtissassions;pa.ti.sa.sjɔ̃
pâtisse;pɑ.tis
pâtissent;pa.tis
pâtisser;pɑ.ti.se
pâtissera;pa.ti.sə.ʁa
pâtisserai;pa.ti.sə.ʁe
pâtisseraient;pa.ti.sə.ʁɛ
pâtisserais;pa.ti.sə.ʁɛ
pâtisserait;pa.ti.sə.ʁɛ
pâtisseras;pa.ti.sə.ʁa
pâtisserez;pa.ti.sə.ʁe
pâtisserie;pɑ.tis.ʁi
pâtisseries;pɑ.tis.ʁi
pâtisseriez;pa.ti.sə.ʁje
pâtisserions;pa.ti.sə.ʁjɔ̃
pâtisserons;pa.ti.sə.ʁɔ̃
pâtisseront;pa.ti.sə.ʁɔ̃
pâtisses;pa.tis
pâtissez;pa.ti.se
pâtissière;pɑ.ti.sjɛʁ
pâtissières;pɑ.ti.sjɛʁ
pâtissier;pɑ.ti.sje
pâtissiers;pɑ.ti.sje
pâtissiez;pa.ti.sje
pâtissions;pa.ti.sjɔ̃
pâtissoire;pa.vo
pâtisson;pa.ti.sɔ̃
pâtissons;pa.ti.sɔ̃
pâtit;pa.ti
pâton;pɑ.tɔ̃
pâtonnâmes;pa.tɔ.nam
pâtonnât;pa.tɔ.na
pâtonnâtes;pa.tɔ.nat
pâtonnèrent;pa.tɔ.nɛʁ
pâtonné;pa.tɔ.ne
pâtonnée;pa.tɔ.ne
pâtonnées;pa.tɔ.ne
pâtonnés;pa.tɔ.ne
pâtonna;pa.tɔ.na
pâtonnai;pa.tɔ.ne
pâtonnaient;pa.tɔ.nɛ
pâtonnais;pa.tɔ.nɛ
pâtonnait;pa.tɔ.nɛ
pâtonnant;pa.tɔ.nɑ̃
pâtonnas;pa.tɔ.na
pâtonnasse;pa.tɔ.nas
pâtonnassent;pa.tɔ.nas
pâtonnasses;pa.tɔ.nas
pâtonnassiez;pa.tɔ.na.sje
pâtonnassions;pa.tɔ.na.sjɔ̃
pâtonne;pa.tɔn
pâtonnent;pa.tɔn
pâtonner;pa.tɔ.ne
pâtonnera;pa.tɔ.nə.ʁa
pâtonnerai;pa.tɔ.nə.ʁe
pâtonneraient;pa.tɔ.nə.ʁɛ
pâtonnerais;pa.tɔ.nə.ʁɛ
pâtonnerait;pa.tɔ.nə.ʁɛ
pâtonneras;pa.tɔ.nə.ʁa
pâtonnerez;pa.tɔ.nə.ʁe
pâtonneriez;pa.tɔ.nə.ʁje
pâtonnerions;pa.tɔ.nə.ʁjɔ̃
pâtonnerons;pa.tɔ.nə.ʁɔ̃
pâtonneront;pa.tɔ.nə.ʁɔ̃
pâtonnes;pa.tɔn
pâtonnez;pa.tɔ.ne
pâtonniez;pa.tɔ.nje
pâtonnions;pa.tɔ.njɔ̃
pâtonnons;pa.tɔ.nɔ̃
pâtons;pa.tɔ̃
pâtours;pasp.la
pâtre;pɑtʁ
pâtres;patʁ
pâturâmes;pa.ty.ʁam
pâturât;pa.ty.ʁa
pâturâtes;pa.ty.ʁat
pâturèrent;pa.ty.ʁɛʁ
pâturé;pɑ.ty.ʁe
pâturée;pɑ.ty.ʁe
pâturées;pɑ.ty.ʁe
pâturés;pɑ.ty.ʁe
pâtura;pa.ty.ʁa
pâturage;pɑ.ty.ʁaʒ
pâturages;pɑ.ty.ʁaʒ
pâturai;pa.ty.ʁe
pâturaient;pa.ty.ʁɛ
pâturais;pa.ty.ʁɛ
pâturait;pa.ty.ʁɛ
pâturant;pɑ.ty.ʁɑ̃
pâturante;pɑ.ty.ʁɑ̃t
pâturantes;pɑ.ty.ʁɑ̃t
pâturants;pɑ.ty.ʁɑ̃
pâturas;pa.ty.ʁa
pâturasse;pa.ty.ʁas
pâturassent;pa.ty.ʁas
pâturasses;pa.ty.ʁas
pâturassiez;pa.ty.ʁa.sje
pâturassions;pa.ty.ʁa.sjɔ̃
pâture;pa.tyʁ
pâtureau;pɑ.ty.ʁo
pâturent;pa.tyʁ
pâturer;pa.ty.ʁe
pâturera;pa.ty.ʁə.ʁa
pâturerai;pa.ty.ʁə.ʁe
pâtureraient;pa.ty.ʁə.ʁɛ
pâturerais;pa.ty.ʁə.ʁɛ
pâturerait;pa.ty.ʁə.ʁɛ
pâtureras;pa.ty.ʁə.ʁa
pâturerez;pa.ty.ʁə.ʁe
pâtureriez;pa.ty.ʁə.ʁje
pâturerions;pa.ty.ʁə.ʁjɔ̃
pâturerons;pa.ty.ʁə.ʁɔ̃
pâtureront;pa.ty.ʁə.ʁɔ̃
pâtures;pa.tyʁ
pâtureur;pɑ.ty.ʁœʁ
pâturez;pa.ty.ʁe
pâturiez;pa.ty.ʁje
pâturin;pɑ.ty.ʁɛ̃
pâturins;pɑ.ty.ʁɛ̃̃
pâturions;pa.ty.ʁjɔ̃
pâturon;pa.ty.ʁɔ̃
pâturons;pa.ty.ʁɔ̃
pâtus;pɑ.tys
pæderastie;pe.de.ʁas.ti
pædiatrie;pe.djat.ʁi
pædiatrique;pe.dja.tʁik
pèche;pɛʃ
pèchent;pɛʃ
pèchera;pɛ.ʃə.ʁa
pècherai;pɛ.ʃə.ʁe
pècheraient;pɛ.ʃə.ʁɛ
pècherais;pɛ.ʃə.ʁɛ
pècherait;pɛ.ʃə.ʁɛ
pècheras;pɛ.ʃə.ʁa
pècherez;pɛ.ʃə.ʁe
pècheriez;pɛ.ʃə.ʁje
pècherions;pɛ.ʃə.ʁjɔ̃
pècherons;pɛ.ʃə.ʁɔ̃
pècheront;pɛ.ʃə.ʁɔ̃
pèches;pɛʃ
pèchi;pa.ta
pèdzâmes;pɛd.zam
pèdzât;pɛd.za
pèdzâtes;pɛd.zat
pèdzèrent;pɛd.zɛʁ
pèdzé;pɛd.ze
pèdza;pɛd.za
pèdzai;pɛd.ze
pèdzaient;pɛd.zɛ
pèdzais;pɛd.zɛ
pèdzait;pɛd.zɛ
pèdzant;pɛd.zɑ̃
pèdzas;pɛd.za
pèdzasse;pɛd.zas
pèdzassent;pɛd.zas
pèdzasses;pɛd.zas
pèdzassiez;pɛd.za.sje
pèdzassions;pɛd.za.sjɔ̃
pèdze;pɛdz
pèdzent;pɛdz
pèdzer;pɛd.ze
pèdzera;pɛd.zə.ʁa
pèdzerai;pɛd.zə.ʁe
pèdzeraient;pɛd.zə.ʁɛ
pèdzerais;pɛd.zə.ʁɛ
pèdzerait;pɛd.zə.ʁɛ
pèdzeras;pɛd.zə.ʁa
pèdzerez;pɛd.zə.ʁe
pèdzeriez;pɛd.zə.ʁje
pèdzerions;pɛd.zə.ʁjɔ̃
pèdzerons;pɛd.zə.ʁɔ̃
pèdzeront;pɛd.zə.ʁɔ̃
pèdzes;pɛdz
pèdzez;pɛd.ze
pèdziez;pɛd.zje
pèdzions;pɛd.zjɔ̃
pèdzons;pɛd.zɔ̃
pègre;pɛɡʁ
pègres;pe.di.kyl
pègue;pɛɡ
pèguent;pɛɡ
pèguera;pɛ.ɡə.ʁa
pèguerai;pɛ.ɡə.ʁe
pègueraient;pɛ.ɡə.ʁɛ
pèguerais;pɛ.ɡə.ʁɛ
pèguerait;pɛ.ɡə.ʁɛ
pègueras;pɛ.ɡə.ʁa
pèguerez;pɛ.ɡə.ʁe
pègueriez;pɛ.ɡə.ʁje
pèguerions;pɛ.ɡə.ʁjɔ̃
pèguerons;pɛ.ɡə.ʁɔ̃
pègueront;pɛ.ɡə.ʁɔ̃
pègues;pɛɡ
pèis;pɔd.kas.tabl
pèl;pas.ti.ja
pèle;pɛl
pèlent;pɛl
pèlera;pɛ.lə.ʁa
pèlerai;pɛ.lə.ʁe
pèleraient;pɛ.lə.ʁɛ
pèlerais;pɛ.lə.ʁɛ
pèlerait;pɛ.lə.ʁɛ
pèleras;pɛ.lə.ʁa
pèlerez;pɛ.lə.ʁe
pèleriez;pɛ.lə.ʁje
pèlerinâmes;pɛl.ʁi.nam
pèlerinât;pɛl.ʁi.na
pèlerinâtes;pɛl.ʁi.nat
pèlerinèrent;pɛl.ʁi.nɛʁ
pèleriné;pɛl.ʁi.ne
pèlerin;pɛl.ʁɛ̃
pèlerina;pɛl.ʁi.na
pèlerinage;pɛl.ʁi.naʒ
pèlerinages;pɛl.ʁi.naʒ
pèlerinai;pɛl.ʁi.ne
pèlerinaient;pɛl.ʁi.nɛ
pèlerinais;pɛl.ʁi.nɛ
pèlerinait;pɛl.ʁi.nɛ
pèlerinant;pɛl.ʁi.nɑ̃
pèlerinas;pɛl.ʁi.na
pèlerinasse;pɛl.ʁi.nas
pèlerinassent;pɛl.ʁi.nas
pèlerinasses;pɛl.ʁi.nas
pèlerinassiez;pɛl.ʁi.na.sje
pèlerinassions;pɛl.ʁi.na.sjɔ̃
pèlerine;pɛl.ʁin
pèlerinent;pɛl.ʁin
pèleriner;pɛ.lə.ʁi.ne
pèlerinera;pɛl.ʁi.nə.ʁa
pèlerinerai;pɛl.ʁi.nə.ʁe
pèlerineraient;pɛl.ʁi.nə.ʁɛ
pèlerinerais;pɛl.ʁi.nə.ʁɛ
pèlerinerait;pɛl.ʁi.nə.ʁɛ
pèlerineras;pɛl.ʁi.nə.ʁa
pèlerinerez;pɛl.ʁi.nə.ʁe
pèlerineriez;pɛl.ʁi.nə.ʁje
pèlerinerions;pɛl.ʁi.nə.ʁjɔ̃
pèlerinerons;pɛl.ʁi.nə.ʁɔ̃
pèlerineront;pɛl.ʁi.nə.ʁɔ̃
pèlerines;pɛl.ʁin
pèlerinez;pɛl.ʁi.ne
pèleriniez;pɛl.ʁi.nje
pèlerinions;pɛl.ʁi.njɔ̃
pèlerinons;pɛl.ʁi.nɔ̃
pèlerins;pɛl.ʁɛ̃
pèlerions;pɛ.lə.ʁjɔ̃
pèlerons;pɛ.lə.ʁɔ̃
pèleront;pɛ.lə.ʁɔ̃
pèles;pɛl
pèndol;pas.ti.ja
pèndola;pas.ti.ja
pèperin;pɛ.pə.ʁɛ̃
pèperins;pɛ.pə.ʁɛ̃
pèquenauds;pɛ.pə.ʁɛ̃
pèquenot;pɛk.no
pèrdua;ple.ɔ̃
père;pɛʁ
pères;pɛʁ
pèse;pɛz
pèsement;pɛz.mɑ̃
pèsements;pɛz.mɑ̃
pèsent;pɛz
pèsera;pɛ.zə.ʁa
pèserai;pɛ.zə.ʁe
pèseraient;pɛ.zə.ʁɛ
pèserais;pɛ.zə.ʁɛ
pèserait;pɛ.zə.ʁɛ
pèseras;pɛ.zə.ʁa
pèserez;pɛ.zə.ʁe
pèseriez;pɛ.zə.ʁje
pèserions;pɛ.zə.ʁjɔ̃
pèserons;pɛ.zə.ʁɔ̃
pèseront;pɛ.zə.ʁɔ̃
pèses;pɛz
pèsol;pɛ.ʁy.kə.ʁa
pète;pɛt
pètent;pɛt
pètera;pɛ.tə.ʁa
pèterai;pɛ.tə.ʁe
pèteraient;pɛ.tə.ʁɛ
pèterais;pɛ.tə.ʁɛ
pèterait;pɛ.tə.ʁɛ
pèteras;pɛ.tə.ʁa
pèterez;pɛ.tə.ʁe
pèteriez;pɛ.tə.ʁje
pèterions;pɛ.tə.ʁjɔ̃
pèterons;pɛ.tə.ʁɔ̃
pèteront;pɛ.tə.ʁɔ̃
pètes;pɛt
pèze;pɛz
pé;pe
péagère;pe.a.ʒe
péagères;pea.ʒɛʁ
péage;pe.aʒ
péager;pe.a.ʒe
péagers;pea.ʒe
péages;pe.aʒ
péagiste;pe.a.ʒist
péagistes;po.pe.ʁism
péalite;pe.a.lit
péan;pe.ɑ̃
pébibit;pe.bi.bit
pébibits;pe.bi.bit
pébioctet;pe.bi.ɔk.tɛ
pébioctets;pe.bi.ɔk.tɛ
pébrinâmes;pe.bʁi.nam
pébrinât;pe.bʁi.na
pébrinâtes;pe.bʁi.nat
pébrinèrent;pe.bʁi.nɛʁ
pébriné;pe.bʁi.ne
pébrinée;pe.bʁi.ne
pébrinées;pe.bʁi.ne
pébrinés;pe.bʁi.ne
pébrina;pe.bʁi.na
pébrinai;pe.bʁi.ne
pébrinaient;pe.bʁi.nɛ
pébrinais;pe.bʁi.nɛ
pébrinait;pe.bʁi.nɛ
pébrinant;pe.bʁi.nɑ̃
pébrinas;pe.bʁi.na
pébrinasse;pe.bʁi.nas
pébrinassent;pe.bʁi.nas
pébrinasses;pe.bʁi.nas
pébrinassiez;pe.bʁi.na.sje
