Dèce;dɛs
Davorinki;da.no
Davorinkih;da.no
Davorinkom;da.no
Davorinkoma;da.no
Davorinkov;da.no
Davorinku;da.no
Davorino;da.no
Davorinom;da.no
Davorinoma;da.no
Davorinov;da.no
Davorinu;da.no
Davorja;da.no
Davorje;da.no
Davorjem;da.no
Davorjema;da.no
Davorjev;da.no
Davorji;da.no
Davorjih;da.no
Davorju;da.no
Davork;da.no
Davorkah;da.no
Davorkam;da.no
Davorkama;da.no
Davorkami;da.no
Davorke;da.no
Davorki;da.no
Davorkih;da.no
Davorkom;da.no
Davorkoma;da.no
Davorkov;da.no
Davorku;da.no
Dax;daks
Deah;da.no
Deam;da.no
Deama;da.no
Deami;da.no
Deanah;da.no
Deanam;da.no
Deanama;da.no
Deanami;da.no
Deane;da.no
Deani;da.no
Deanih;da.no
Deano;da.no
Deanom;da.no
Deanoma;da.no
Deanov;da.no
Deanu;da.no
Death;dɔl
Deauvillais;do.vi.lɛ
Deauville;do.vil
Deauvillois;do.vi.lwa
Debeljaka;da.no
Debeljake;da.no
Debeljaki;da.no
Debeljakih;da.no
Debeljakom;da.no
Debeljakoma;da.no
Debeljakov;da.no
Debeljaku;da.no
Debellemanière;debɛlmanjɛʁ
Debian;deb.jan
Decca;dɛ.ka
Dee;di
Dehkanabad;dɛ.ka.na.bad
Dehli;de.li
Dei;de.ze.paʁ.ɲat
Dej;di
Dejah;di
Dejam;di
Dejama;di
Dejami;di
Dejanah;di
Dejanam;di
Dejanama;di
Dejanami;di
Dejane;di
Dejani;di
Dejanih;di
Dejano;di
Dejanom;di
Dejanoma;di
Dejanov;di
Dejanu;di
Deje;di
Deji;di
Dejk;di
Dejkah;di
Dejkam;di
Dejkama;di
Dejkami;di
Dejke;di
Dejki;di
Dejko;di
Dejo;di
Dejvida;di
Dejvide;di
Dejvidi;di
Dejvidih;di
Dejvidom;di
Dejvidoma;di
Dejvidov;di
Dejvidu;di
Dejvija;di
Dejvije;di
Dejvijem;di
Dejvijema;di
Dejvijev;di
Dejviji;di
Dejvijih;di
Dejviju;di
Dekalumen;des.pe.ʁa.do
Delageois;də.la.ʒwa
Delaware;də.la.wɛʁ
Delcos;dɛl.ko
Delhaize;də.lɛz
Delhi;de.li
Deline;də.lin
Delislois;də.li.lwa
Delle;dɛl
Delotte;də.lɔt
Delphes;dɛlf
Delphine;dɛl.fin
Delsonnien;dɛl.sɔ.njɛ̃
Demenge;də.mɑ̃ʒ
Demoisellien;də.mwa.zɛ.ljɛ̃
Demosten;de.mɔs.tɛn
Demostene;de.mɔs.tɛn
Demostenes;de.mɔs.tɛn
Demosteno;de.mɔs.tɛn
Denab;dɛl.fi.njɛ̃
Denain;də.nɛ̃
Dendrochronologie;dɑ̃.dʁok.ʁɔ.nɔ.lɔ.ʒi
Deneb;de.nɛb
Denholmien;dɛn.ɔl.mjɛ̃
Denis;də.ni
Denise;də.niz
Denisien;də.ni.zjɛ̃
Denisienne;də.ni.zjɛn
Denisiennes;də.ni.zjɛn
Denisiens;də.ni.zjɛ̃
Dennis;də.ni
Denys;də.ni
Deo;de.ze.paʁ.ɲə.ʁɔ̃
Dequenais;də.kɛ.nɛ
Derby;dɛʁ.bi
Dermoptères;dɛʁ.mɔp.tɛʁ
Dervois;dɛʁ.vwa
Derzy;dɛʁ.zi
Desbienois;dɛ.bjɛ̃.nwa
Descamps;dekɑ̃
Deschênes;de.ʃɛn
Deschaillonnais;dɛ.ʃɑ.jɔ.nɛ
Deschambaultien;dɛ.ʃɑ̃.bo.tjɛ̃
Deschamps;deʃɑ̃
Descornet;dɛs.kɔʁ.nɛ
Desdémone;dɛs.de.mɔn
Desjardinois;dɛ.ʒaʁ.di.nwa
Deslotte;de.lɔt
Despina;dɛs.pi.na
Desruisselien;dɛ.ʁɥi.sə.ljɛ̃
Dessel;dɛ.sɛl
Destorois;dɛs.tɔ.ʁwa
Determinante;da.vid
Detrain;də.tʁɛ̃
Deum;de.ze.paʁ.ɲe
Deutéronome;dø.te.ʁɔ.nɔm
Deutérostomes;dø.te.ʁɔs.tɔm
Deutérostomiens;dø.te.ʁɔ.stɔ.mjɛ̃
Deverra;de.zɑ̃.pi.labl
Deziampere;dev.lɔp.mɑ̃.tal
Dezilumen;des.pe.ʁa.do
Dhabérans;da.be.ʁɑ̃
Dhabérant;da.be.ʁɑ̃
Dharma;daʁ.ma
Diète;djɛt
Di;di
Dia;dja
Diabo;dja.bo
Diallo;dja.lo
Diamino;dja.mi.no
Diamonika;dja.mɔ.ni.ka
Diane;djan
Dichtung;da.vid
Didacien;di.da.sjɛ̃
Didière;di.djɛʁ
Didicide;di.di.sid
Didier;di.dje
Didymes;di.dim
Didymien;di.di.mjɛ̃
Die;di
Dienstfahrt;da.vid
Dieppe;djɛp
Diesel;dʒɛt.laɡ
Diest;dist
Dietrich;da.vid
Dieu;djø
Dieudonné;djø.dɔ.ne
Dieudonne;djø.dɔ.ne
Differentialrechnung;da.vid
Dijon;di.ʒɔ̃
Diligent;di.li.ʒɑ̃
Diligents;di.li.ʒɑ̃
Dilucule;di.ly.kyl
Dimitri;di.mi.tʁi
Diné;di.ne
Dinan;di.nɑ̃
Dinant;di.nɑ̃
Dingé;dɛ̃.ʒe
Dinkard;dɛ̃.kaʁ
Dioné;djɔ.ne
Dionisien;djɔ.ni.zjɛ̃
Dionisienne;djɔ.ni.zjɛn
Dionisiennes;djɔ.ni.zjɛn
Dionisiens;djɔ.ni.sjɛ̃
Dioniste;djɔ.nist
Dionysien;djɔ.ni.zjɛ̃
Dionysos;djɔ.ni.zos
Dirac;di.ʁak
Directoire;di.ʁɛk.twaʁ
Direktor;de.mɔ.mi.fje
Diskrepanz;da.vid
Dison;di.zɔ̃
Disraélois;diz.ʁa.e.lwa
Disraelois;diz.ʁa.e.lwa
Disse;dis
DivX;di.viks
Dix;dis
Dixvillois;di.vi.lwa
Djamel;dʒa.mɛl
Djibasso;dʒi.ba.sɔ
Djibo;dʒi.bo
Djibouti;dʒi.bu.ti
Djiboutien;dʒi.bu.tjɛ̃
Djiboutienne;dʒi.bu.tjɛn
Djiboutiennes;dʒi.bu.tjɛn
Djiboutiens;dʒi.bu.tjɛ̃
Djiboutois;dʒi.bu.twa
Djouba;dʒu.ba
Dniéper;dɲɛpʁ
Dniepr;dɲɛpʁ
Dodoma;dɔ.dɔ.ma
Dodomais;dɔ.dɔ.mɛ
Dofere;duvʁ
Dogon;dɔ.ɡɔ̃
Doha;do.a
Dohle;da.vid
Doire;dwaʁ
Doktorand;da.vid
Doktorandin;da.vid
Dolbien;dɔl.bjɛ̃
Dole;dɔl
Dolisie;dɔ.li.zi
Dolmissois;dɔl.mi.swa
Dolo;dɔ.lo
Dolois;dɔ.lwa
Dolos;do.los
Dom;dɔm
Domagné;dɔ.ma.ɲe
Domfront;dɔ̃.fʁɔ̃
Domien;dɔ.mjɛ̃
Dominica;da.vid
Dominicain;dɔ.mi.ni.kɛ̃
Dominicaine;dɔ.mi.ni.kɛn
Dominicaines;dɔ.mi.ni.kɛn
Dominicains;dɔ.mi.ni.kɛ̃
Dominicaner;da.vid
Dominicanerin;da.vid
Dominicanie;dɔ.mi.ni.ka.ni
Dominikaner;da.vid
Dominikanerin;da.vid
Dominiquais;dɔ.mi.ni.kɛ
Dominiquaise;dɔ.mi.ni.kɛz
Dominiquaises;dɔ.mi.ni.kɛz
Dominique;dɔ.mi.nik
Dominiquois;dɔ.mi.ni.kwa
Domitille;dɔ.mi.tij
Dommarien;dɔ.ma.ʁjɛ̃
Dommarienne;dɔ.ma.ʁjɛn
Domont;dɔ.mɔ̃
Dompierre;dɔ̃.pjɛʁ
Domsure;dɔ̃.syʁ
Domsurois;dɔ̃.sy.ʁwa
Domsuroise;dɔ̃.sy.ʁwaz
Domsuroises;dɔ̃.sy.ʁwaz
Don;dɔ̃
Donald;dɔ.nald
Donat;dɔ.na
Donatela;dɔ.na
Donatien;dɔ.na.sjɛ̃
Donato;dɔ.na
Done;dɔ.na
Donetsk;dɔ.nɛtsk
Donija;dɔ.na
Donja;dɔ.na
Donko;dɔ.na
Donnaconien;dɔ.na.kɔ.njɛ̃
Donnay;dɔ.nɛ
Doonie;de.ma.ki.jə.ʁɛ
Dorène;dɔ.ʁɛn
Doréen;dɔ.ʁe.ɛ̃
Dorade;dɔ.ʁad
Dorchestois;dɔʁ.ʃɛs.twa
Dordogne;dɔʁ.dɔɲ
Dordognot;dɔʁ.dɔ.ɲo
Dorene;dɔ.ʁɛn
Dori;dɔ.ʁi
Dorian;dɔ.ʁjɑ̃
Dorica;dɔ.ʁi
Doride;dɔ.ʁid
Dorides;dɔ.ʁid
Dorienne;dɔ.ʁjɛn
Doriennes;dɔ.ʁjɛn
Dorijan;dɔ.ʁjɑ̃
Dorina;dɔ.ʁi
Dorine;dɔ.ʁin
Dorionnais;dɔ.ʁjɔ.nɛ
Doris;dɔ.ʁis
Dorjana;dɔ.ʁi
Dorko;dɔ.ʁi
Dormans;dɔʁ.mɑ̃
Doro;dɔ.ʁi
Dorota;dep.ʁi.ve
Dorotea;dɔ.ʁi
Dorotej;dɔ.ʁi
Doroteja;dɔ.ʁi
Doroteo;dɔ.ʁi
Dorothée;dɔ.ʁɔ.te
Dorsétois;dɔʁ.se.twa
Dortmund;da.vid
Dorvalois;dɔʁ.va.lwa
Dosquetois;dɔs.kɛ.twa
Douai;dwɛ
Douaisienne;du.e.zjɛn
Douaisiennes;du.e.zjɛn
Douala;dwa.la
Doualais;dwa.lɛ
Douarneniste;dwaʁ.nə.nist
Douaumont;du.o.mɔ̃
Doubaï;du.baj
Doubaïen;du.ba.jɛ̃
Doubaïote;du.ba.jɔt
Doubien;du.bjɛ̃
Doubienne;du.bjɛn
Doubiennes;du.bjɛn
Doubiens;du.bjɛ̃
Doubiste;du.bist
Doubistes;du.bist
Doubs;du
Douchanbé;du.ʃan.be
Doue;div
Douelle;dwɛl
Douellien;dwe.ljɛ̃
Douglas;du.ɡlas
Douglastownien;dɔ.ɡləs.taɔ.njɛ̃
Doullens;du.lɑ̃
Douma;du.ma
Doumas;du.ma
Doumbala;dum.ba.la
Douna;du.na
Dourdan;duʁ.dɑ̃
Dourdou;duʁdu
Douroula;du.ʁu.la
Douville;du.vil
Douvillois;du.vi.lwa
Douvres;duvʁ
Douze;duz
Dover;duvʁ
Dovero;duvʁ
Doye;dwa
Doyen;dwa.jɛ̃
Doyenne;dwa.jɛn
Doyennes;dwa.jɛn
Doyens;dwa.jɛ̃
Dozulé;dɔ.zy.le
Drôme;dʁom
Dr;dɔk.tœʁ
Dracénois;dʁa.se.nwa
Dracénoise;dʁa.se.nwaz
Dracénoises;dʁa.se.nwaz
Drac;dʁak
Drachenblut;da.vid
Dracula;dʁa.ky.la
Draga;dɔ.ʁi
Dragan;dɔ.ʁjɑ̃
Dragislav;dɔ.ʁjɑ̃
Dragoljub;dɔ.ʁjɑ̃
Dragomer;dɔ.ʁjɑ̃
Dragomil;dɔ.ʁjɑ̃
Dragon;dʁa.ɡɔ̃
Dragotin;dɔ.ʁjɑ̃
Draguignan;dʁa.ɡi.ɲɑ̃
Draht;da.vid
Drancy;dʁɑ̃.si
Drau;de.ʃɛn
Drava;de.ʃɛn
Drave;dʁav
Draveil;dʁa.vɛj
Draveilloise;dʁa.vɛ.jwaz
Draveilloises;dʁa.vɛ.jwaz
Drehleier;da.vid
Drehorgel;da.vid
Drehung;da.vid
Drenthe;dʁɑ̃t
Drenthois;dʁɑ̃.twa
Drenthoise;dʁɑ̃.twaz
Drenthoises;dʁɑ̃.twaz
Dreux;dʁø
Droletois;dʁɔ.lɛ.twa
Droséracées;dʁɔzeʁase
Drossel;dyl.sakɥi.kɔl
Druïde;dʁɥi.dism
Dru;dʁy
Drubec;dʁy.bɛk
Druide;dʁɥi.dism
Drumien;dʁy.mjɛ̃
Drummondville;dʁɔ.mɔnd.vil
Drummondvillois;dʁɔ.mɔnd.vi.lwa
Druse;dʁyz
Druze;dʁyz
Druzes;dʁyz
Dschibuti;da.vid
Dubaï;du.baj
Dublin;dyb.lɛ̃
Dublinois;dyb.li.nwa
Dublinoise;dyb.li.nwaz
Dublinoises;dyb.li.nwaz
Dubois;dy.bwa
Dubris;duvʁ
Dubuissonnais;dy.bɥi.sɔ.nɛ
Duchêne;dy.ʃɛn
Ducon;du.kɔ̃
Dudswellois;dɔd.zwɛ.lwa
Duell;dʁɔp
Duffel;dy.fɛl
Dufresne;dy.fʁɛn
Dugny;dy.ɲi
Duhamellois;dy.a.mɛ.lwa
Duits;duʃ
Duitse;duʃ
Dulcinéen;dyl.si.ne.ɛ̃
Dulwich;dœ.litʃ
Dumons;dy.mɔ̃
Dumont;dy.mɔ̃
Dumonte;dy.mɔ̃
Dumontes;dy.mɔ̃
Dumonts;dy.mɔ̃
Dun;dœ̃
Duncan;dœn.kan
Dunhamien;dɔ.na.mjɛ̃
Dunien;dy.njɛ̃
Dunja;de.bis.ka.je
Dunjica;de.bis.ka.je
Dunkerque;dœ̃.kɛʁk
Dunkerquoise;dœ̃.kɛʁ.kwaz
Dunkerquoises;dœ̃.kɛʁ.kwaz
Duparquetois;dy.paʁ.kɛ.twa
Dupond;dy.pɔ̃
Dupont;dy.pɔ̃
Dupuyen;dy.pɥi.jɛ̃
Duquesnoy;dykɛnwa
Duran;dy.ʁɑ̃
Durance;duʁɑ̃s
Durango;dy.ʁaɲ.ɡo
Durban;dyʁ.bɑ̃
Durbuy;dyʁ.bɥi
Durchfalle;de.ʁe.fe.ʁɑ̃.sə.mɑ̃
Durchfalles;de.ʁe.fe.ʁɑ̃.sə.mɑ̃
Durchfalls;de.ʁe.fe.ʁɑ̃.sə.mɑ̃
Durhamien;dy.ʁa.mjɛ̃
Durit;dy.ʁit
Durits;dɥit
Durm;de.ma.ki.jə.ʁɛ
Duroc;dy.ʁɔk
Durrës;dy.ʁɛs
Dvokrilci;de.bis.ka.je
Dvora;dvɔ.ʁa
Dyanisien;dja.ni.zjɛ̃
Dylan;di.lan
Dyle;dil
Dyonésien;djɔ.ne.zjɛ̃
Dyonisien;djɔ.ni.zjɛ̃
Dyonisienne;djɔ.ni.zjɛn
Dyonisiennes;djɔ.ni.zjɛn
Dyonisiens;djɔ.ni.zjɛ̃
dày;da.o
dâl;dal
dâm;da.o
dây;da.o
dæmon;de.mɔ̃
dæmoniaque;de.mɔ.njak
dæmons;de.mɔ̃
dè;da.o
dèche;dɛʃ
dèchent;dɛʃ
dèchera;dɛ.ʃə.ʁa
dècherai;dɛ.ʃə.ʁe
dècheraient;dɛ.ʃə.ʁɛ
dècherais;dɛ.ʃə.ʁɛ
dècherait;dɛ.ʃə.ʁɛ
dècheras;dɛ.ʃə.ʁa
dècherez;dɛ.ʃə.ʁe
dècheriez;dɛ.ʃə.ʁje
dècherions;dɛ.ʃə.ʁjɔ̃
dècherons;dɛ.ʃə.ʁɔ̃
dècheront;dɛ.ʃə.ʁɔ̃
dèches;dɛʃ
dème;dɛm
dèmes;dɛm
dèrme;dɔ.de.si.kɔ.zi.dɔ.de.ka.ɛdʁ
dès;dɛ
déçûmes;de.sym
déçût;de.sy
déçûtes;de.syt
déçois;de.swa
déçoit;de.swa
déçoive;de.swav
déçoivent;de.swav
déçoives;de.swav
déçu;de.sy
déçue;de.sy
déçues;de.sy
déçurent;de.syʁ
déçus;de.sy
déçusse;de.sys
déçussent;de.sys
déçusses;de.sys
déçussiez;de.sy.sje
déçussions;de.sy.sjɔ̃
déçut;de.sy
déémotionalisâmes;de.e.mo.sjɔ.na.li.zam
déémotionalisât;de.e.mo.sjɔ.na.li.za
déémotionalisâtes;de.e.mo.sjɔ.na.li.zat
déémotionalisèrent;de.e.mo.sjɔ.na.li.zɛʁ
déémotionalisé;de.e.mo.sjɔ.na.li.ze
déémotionalisée;de.e.mo.sjɔ.na.li.ze
déémotionalisées;de.e.mo.sjɔ.na.li.ze
déémotionalisés;de.e.mo.sjɔ.na.li.ze
déémotionalisa;de.e.mo.sjɔ.na.li.za
déémotionalisai;de.e.mo.sjɔ.na.li.ze
déémotionalisaient;de.e.mo.sjɔ.na.li.zɛ
déémotionalisais;de.e.mo.sjɔ.na.li.zɛ
déémotionalisait;de.e.mo.sjɔ.na.li.zɛ
déémotionalisant;de.e.mo.sjɔ.na.li.zɑ̃
déémotionalisas;de.e.mo.sjɔ.na.li.za
déémotionalisasse;de.e.mo.sjɔ.na.li.zas
déémotionalisassent;de.e.mo.sjɔ.na.li.zas
déémotionalisasses;de.e.mo.sjɔ.na.li.zas
déémotionalisassiez;de.e.mo.sjɔ.na.li.za.sje
déémotionalisassions;de.e.mo.sjɔ.na.li.za.sjɔ̃
déémotionalise;de.e.mo.sjɔ.na.liz
déémotionalisent;de.e.mo.sjɔ.na.liz
déémotionaliser;de.e.mo.sjɔ.na.li.ze
déémotionalisera;de.e.mo.sjɔ.na.li.zə.ʁa
déémotionaliserai;de.e.mo.sjɔ.na.li.zə.ʁe
déémotionaliseraient;de.e.mo.sjɔ.na.li.zə.ʁɛ
déémotionaliserais;de.e.mo.sjɔ.na.li.zə.ʁɛ
déémotionaliserait;de.e.mo.sjɔ.na.li.zə.ʁɛ
déémotionaliseras;de.e.mo.sjɔ.na.li.zə.ʁa
déémotionaliserez;de.e.mo.sjɔ.na.li.zə.ʁe
déémotionaliseriez;de.e.mo.sjɔ.na.li.zə.ʁje
déémotionaliserions;de.e.mo.sjɔ.na.li.zə.ʁjɔ̃
déémotionaliserons;de.e.mo.sjɔ.na.li.zə.ʁɔ̃
déémotionaliseront;de.e.mo.sjɔ.na.li.zə.ʁɔ̃
déémotionalises;de.e.mo.sjɔ.na.liz
déémotionalisez;de.e.mo.sjɔ.na.li.ze
déémotionalisiez;de.e.mo.sjɔ.na.li.zje
déémotionalisions;de.e.mo.sjɔ.na.li.zjɔ̃
déémotionalisons;de.e.mo.sjɔ.na.li.zɔ̃
déémotionnalisâmes;de.e.mo.sjɔ.na.li.zam
déémotionnalisât;de.e.mo.sjɔ.na.li.za
déémotionnalisâtes;de.e.mo.sjɔ.na.li.zat
déémotionnalisèrent;de.e.mo.sjɔ.na.li.zɛʁ
déémotionnalisé;de.e.mo.sjɔ.na.li.ze
déémotionnalisée;de.e.mo.sjɔ.na.li.ze
déémotionnalisées;de.e.mo.sjɔ.na.li.ze
déémotionnalisés;de.e.mo.sjɔ.na.li.ze
déémotionnalisa;de.e.mo.sjɔ.na.li.za
déémotionnalisai;de.e.mo.sjɔ.na.li.ze
déémotionnalisaient;de.e.mo.sjɔ.na.li.zɛ
déémotionnalisais;de.e.mo.sjɔ.na.li.zɛ
déémotionnalisait;de.e.mo.sjɔ.na.li.zɛ
déémotionnalisant;de.e.mo.sjɔ.na.li.zɑ̃
déémotionnalisas;de.e.mo.sjɔ.na.li.za
déémotionnalisasse;de.e.mo.sjɔ.na.li.zas
déémotionnalisassent;de.e.mo.sjɔ.na.li.zas
déémotionnalisasses;de.e.mo.sjɔ.na.li.zas
déémotionnalisassiez;de.e.mo.sjɔ.na.li.za.sje
déémotionnalisassions;de.e.mo.sjɔ.na.li.za.sjɔ̃
déémotionnalise;de.e.mo.sjɔ.na.liz
déémotionnalisent;de.e.mo.sjɔ.na.liz
déémotionnaliser;de.e.mo.sjɔ.na.li.ze
déémotionnalisera;de.e.mo.sjɔ.na.li.zə.ʁa
déémotionnaliserai;de.e.mo.sjɔ.na.li.zə.ʁe
déémotionnaliseraient;de.e.mo.sjɔ.na.li.zə.ʁɛ
déémotionnaliserais;de.e.mo.sjɔ.na.li.zə.ʁɛ
déémotionnaliserait;de.e.mo.sjɔ.na.li.zə.ʁɛ
déémotionnaliseras;de.e.mo.sjɔ.na.li.zə.ʁa
déémotionnaliserez;de.e.mo.sjɔ.na.li.zə.ʁe
déémotionnaliseriez;de.e.mo.sjɔ.na.li.zə.ʁje
déémotionnaliserions;de.e.mo.sjɔ.na.li.zə.ʁjɔ̃
déémotionnaliserons;de.e.mo.sjɔ.na.li.zə.ʁɔ̃
déémotionnaliseront;de.e.mo.sjɔ.na.li.zə.ʁɔ̃
déémotionnalises;de.e.mo.sjɔ.na.liz
déémotionnalisez;de.e.mo.sjɔ.na.li.ze
déémotionnalisiez;de.e.mo.sjɔ.na.li.zje
déémotionnalisions;de.e.mo.sjɔ.na.li.zjɔ̃
déémotionnalisons;de.e.mo.sjɔ.na.li.zɔ̃
dé;de
déalbation;de.al.ba.sjɔ̃
déalbations;de.al.ba.sjɔ̃
déambulâmes;de.ɑ̃.by.lam
déambulât;de.ɑ̃.by.la
déambulâtes;de.ɑ̃.by.lat
déambulèrent;de.ɑ̃.by.lɛʁ
déambulé;de.ɑ̃.by.le
déambula;de.ɑ̃.by.la
déambulable;de.ɑ̃.by.labl
déambulai;de.ɑ̃.by.le
déambulaient;de.ɑ̃.by.lɛ
déambulais;de.ɑ̃.by.lɛ
déambulait;de.ɑ̃.by.lɛ
déambulant;de.ɑ̃.by.lɑ̃
déambulante;de.ɑ̃.by.lɑ̃t
déambulas;de.ɑ̃.by.la
déambulasse;de.ɑ̃.by.las
déambulassent;de.ɑ̃.by.las
déambulasses;de.ɑ̃.by.las
déambulassiez;de.ɑ̃.by.la.sje
déambulassions;de.ɑ̃.by.la.sjɔ̃
déambulateur;de.ɑ̃.by.la.tœʁ
déambulateurs;dɑ̃.dism
déambulation;de.ɑ̃.by.la.sjɔ̃
déambulations;de.ɑ̃.by.la.sjɔ̃
déambulatoire;de.ɑ̃.by.la.twaʁ
déambulatoires;de.ɑ̃.by.la.twaʁ
déambule;de.ɑ̃.byl
déambulent;de.ɑ̃.byl
déambulera;de.ɑ̃.by.lə.ʁa
déambulerai;de.ɑ̃.by.lə.ʁe
déambuleraient;de.ɑ̃.by.lə.ʁɛ
déambulerais;de.ɑ̃.by.lə.ʁɛ
déambulerait;de.ɑ̃.by.lə.ʁɛ
déambuleras;de.ɑ̃.by.lə.ʁa
déambulerez;de.ɑ̃.by.lə.ʁe
déambuleriez;de.ɑ̃.by.lə.ʁje
déambulerions;de.ɑ̃.by.lə.ʁjɔ̃
déambulerons;de.ɑ̃.by.lə.ʁɔ̃
déambuleront;de.ɑ̃.by.lə.ʁɔ̃
déambules;de.ɑ̃.byl
déambulez;de.ɑ̃.by.le
déambuliez;de.ɑ̃.by.lje
déambulions;de.ɑ̃.by.ljɔ̃
déambulons;de.ɑ̃.by.lɔ̃
déankylosâmes;de.ɑ̃.ki.lo.zam
déankylosât;de.ɑ̃.ki.lo.za
déankylosâtes;de.ɑ̃.ki.lo.zat
déankylosèrent;de.ɑ̃.ki.lo.zɛʁ
déankylosé;de.ɑ̃.ki.lo.ze
déankylosée;de.ɑ̃.ki.lo.ze
déankylosées;de.ɑ̃.ki.lo.ze
déankylosés;de.ɑ̃.ki.lo.ze
déankylosa;de.ɑ̃.ki.lo.za
déankylosai;de.ɑ̃.ki.lo.ze
déankylosaient;de.ɑ̃.ki.lo.zɛ
déankylosais;de.ɑ̃.ki.lo.zɛ
déankylosait;de.ɑ̃.ki.lo.zɛ
déankylosant;de.ɑ̃.ki.lo.zɑ̃
déankylosas;de.ɑ̃.ki.lo.za
déankylosasse;de.ɑ̃.ki.lo.zas
déankylosassent;de.ɑ̃.ki.lo.zas
déankylosasses;de.ɑ̃.ki.lo.zas
déankylosassiez;de.ɑ̃.ki.lo.za.sje
déankylosassions;de.ɑ̃.ki.lo.za.sjɔ̃
déankylose;de.ɑ̃.ki.loz
déankylosent;de.ɑ̃.ki.loz
déankyloser;de.ɑ̃.ki.lɔ.ze
déankylosera;de.ɑ̃.ki.lo.zə.ʁa
déankyloserai;de.ɑ̃.ki.lo.zə.ʁe
déankyloseraient;de.ɑ̃.ki.lo.zə.ʁɛ
déankyloserais;de.ɑ̃.ki.lo.zə.ʁɛ
déankyloserait;de.ɑ̃.ki.lo.zə.ʁɛ
déankyloseras;de.ɑ̃.ki.lo.zə.ʁa
déankyloserez;de.ɑ̃.ki.lo.zə.ʁe
déankyloseriez;de.ɑ̃.ki.lo.zə.ʁje
déankyloserions;de.ɑ̃.ki.lo.zə.ʁjɔ̃
déankyloserons;de.ɑ̃.ki.lo.zə.ʁɔ̃
déankyloseront;de.ɑ̃.ki.lo.zə.ʁɔ̃
déankyloses;de.ɑ̃.ki.loz
déankylosez;de.ɑ̃.ki.lo.ze
déankylosiez;de.ɑ̃.ki.lo.zje
déankylosions;de.ɑ̃.ki.lo.zjɔ̃
déankylosons;de.ɑ̃.ki.lo.zɔ̃
déauration;de.o.ʁa.sjɔ̃
déaurations;de.o.ʁa.sjɔ̃
débâchâmes;de.ba.ʃam
débâchât;de.ba.ʃa
débâchâtes;de.ba.ʃat
débâchèrent;de.ba.ʃɛʁ
débâché;de.ba.ʃe
débâchée;de.ba.ʃe
débâchées;de.ba.ʃe
débâchés;de.ba.ʃe
débâcha;de.ba.ʃa
débâchai;de.ba.ʃe
débâchaient;de.ba.ʃɛ
débâchais;de.ba.ʃɛ
débâchait;de.ba.ʃɛ
débâchant;de.ba.ʃɑ̃
débâchas;de.ba.ʃa
débâchasse;de.ba.ʃas
débâchassent;de.ba.ʃas
débâchasses;de.ba.ʃas
débâchassiez;de.ba.ʃa.sje
débâchassions;de.ba.ʃa.sjɔ̃
débâche;de.baʃ
débâchent;de.baʃ
débâcher;de.ba.ʃe
débâchera;de.ba.ʃə.ʁa
débâcherai;de.ba.ʃə.ʁe
débâcheraient;de.ba.ʃə.ʁɛ
débâcherais;de.ba.ʃə.ʁɛ
débâcherait;de.ba.ʃə.ʁɛ
débâcheras;de.ba.ʃə.ʁa
débâcherez;de.ba.ʃə.ʁe
débâcheriez;de.ba.ʃə.ʁje
débâcherions;de.ba.ʃə.ʁjɔ̃
débâcherons;de.ba.ʃə.ʁɔ̃
débâcheront;de.ba.ʃə.ʁɔ̃
débâches;de.baʃ
débâchez;de.ba.ʃe
débâchiez;de.ba.ʃje
débâchions;de.ba.ʃjɔ̃
débâchons;de.ba.ʃɔ̃
débâclâmes;de.bak.lam
débâclât;de.bak.la
débâclâtes;de.bak.lat
débâclèrent;de.bak.lɛʁ
débâclé;de.bak.le
débâclée;de.bak.le
débâclées;de.bak.le
débâclés;de.bɑk.le
débâcla;de.bak.la
débâclage;da.nabl
débâclai;de.bak.le
débâclaient;de.bak.lɛ
débâclais;de.bak.lɛ
débâclait;de.bak.lɛ
débâclant;de.bak.lɑ̃
débâclas;de.bak.la
débâclasse;de.bak.las
débâclassent;de.bak.las
débâclasses;de.bak.las
débâclassiez;de.bak.la.sje
débâclassions;de.bak.la.sjɔ̃
débâcle;de.bɑkl
débâclent;de.bakl
débâcler;deb.lɔ.kaʒ
débâclera;de.bak.lə.ʁa
débâclerai;de.bak.lə.ʁe
débâcleraient;de.bak.lə.ʁɛ
débâclerais;de.bak.lə.ʁɛ
débâclerait;de.bak.lə.ʁɛ
débâcleras;de.bak.lə.ʁa
débâclerez;de.bak.lə.ʁe
débâcleriez;de.bak.lə.ʁje
débâclerions;de.bak.lə.ʁjɔ̃
débâclerons;de.bak.lə.ʁɔ̃
débâcleront;de.bak.lə.ʁɔ̃
débâcles;de.bɑkl
débâcleur;de.buʁ
débâclez;de.bak.le
débâcliez;de.bak.li.je
débâclions;de.bak.li.jɔ̃
débâclons;de.bak.lɔ̃
débâillonnâmes;de.ba.jo.nam
débâillonnât;de.ba.jo.na
débâillonnâtes;de.ba.jo.nat
débâillonnèrent;de.ba.jo.nɛʁ
débâillonné;de.ba.jo.ne
débâillonnée;de.ba.jo.ne
débâillonnées;de.ba.jo.ne
débâillonnés;de.ba.jo.ne
débâillonna;de.ba.jo.na
débâillonnai;de.ba.jo.ne
débâillonnaient;de.ba.jo.nɛ
débâillonnais;de.ba.jo.nɛ
débâillonnait;de.ba.jo.nɛ
