Fès;fɛs
Franconiennes;fʁɑ̃.ko.njɛ̃n
Franconiens;fʁɑ̃.ko.njɛ̃
Francons;fʁɑ̃.kɔ̃
Franconville;fʁɑ̃.kɔ̃.vil
Francophonie;fʁɑ̃.kɔ.fɔ.ni
Francorum;fjɔ.na
Francos;fjɔ.na
Francoska;fɑ̃.døz
Francoza;flɔ.ʁjan
Francoze;flɔ.ʁjan
Francozi;flɔ.ʁjan
Francozih;flɔ.ʁjan
Francozinj;flɔ.ʁjan
Francozinjah;flɔ.ʁjan
Francozinjam;flɔ.ʁjan
Francozinjama;flɔ.ʁjan
Francozinjami;flɔ.ʁjan
Francozinje;flɔ.ʁjan
Francozinji;flɔ.ʁjan
Francozinjo;flɔ.ʁjan
Francozom;flɔ.ʁjan
Francozoma;flɔ.ʁjan
Francozov;flɔ.ʁjan
Francozu;flɔ.ʁjan
Francs;fʁɑ̃
Francsilvain;fʁɑ̃.sil.vɛ̃
Francsylvain;fʁɑ̃.sil.vɛ̃
Francu;flɔ.ʁjan
Francujo;fjø
Francum;fjɔ.na
Francus;fʁɑ̃.si.te
Francuska;fjø
Franeta;flɔ.ʁjan
Franete;flɔ.ʁjan
Franeti;flɔ.ʁjan
Franetih;flɔ.ʁjan
Franetom;flɔ.ʁjan
Franetoma;flɔ.ʁjan
Franetov;flɔ.ʁjan
Franetu;flɔ.ʁjan
Franic;flɔ.ʁjan
Franicah;flɔ.ʁjan
Franicam;flɔ.ʁjan
Franicama;flɔ.ʁjan
Franicami;flɔ.ʁjan
Franice;flɔ.ʁjan
Franici;flɔ.ʁjan
Franico;flɔ.ʁjan
Franih;flɔ.ʁjan
Franj;flɔ.ʁjan
Franjah;flɔ.ʁjan
Franjam;flɔ.ʁjan
Franjama;flɔ.ʁjan
Franjami;flɔ.ʁjan
Franje;flɔ.ʁjan
Franjem;flɔ.ʁjan
Franjema;flɔ.ʁjan
Franjev;flɔ.ʁjan
Franji;flɔ.ʁjan
Franjic;flɔ.ʁjan
Franjicah;flɔ.ʁjan
Franjicam;flɔ.ʁjan
Franjicama;flɔ.ʁjan
Franjicami;flɔ.ʁjan
Franjice;flɔ.ʁjan
Franjici;flɔ.ʁjan
Franjico;flɔ.ʁjan
Franjih;flɔ.ʁjan
Franjk;flɔ.ʁjan
Franjkah;flɔ.ʁjan
Franjkam;flɔ.ʁjan
Franjkama;flɔ.ʁjan
Franjkami;flɔ.ʁjan
Franjke;flɔ.ʁjan
Franjki;flɔ.ʁjan
Franjko;flɔ.ʁjan
Franju;flɔ.ʁjan
Frank;fʁɑ̃k
Frankah;flɔ.ʁjan
Frankam;flɔ.ʁjan
Frankama;flɔ.ʁjan
Frankami;flɔ.ʁjan
Frankih;flɔ.ʁjan
Franklinois;fʁɑ̃k.li.nwa
Frankom;flɔ.ʁjan
Frankoma;flɔ.ʁjan
Frankov;flɔ.ʁjan
Franks;fa.ni
Franku;flɔ.ʁjan
Franlageois;fʁɑ̃a.la.ʒwa
Frano;flɔ.ʁjan
Franom;flɔ.ʁjan
Franoma;flɔ.ʁjan
Franov;flɔ.ʁjan
Franque;fʁɑ̃k
Franques;fʁɑ̃k
Fransaskois;fʁɑ̃.sas.kwa
Fransiska;fa.ni
Fransisku;fa.ni
Fransquillon;fʁɑ̃s.ki.jɔ̃
Franstalig;fi
Franu;flɔ.ʁjan
Franze;flɔ.ʁjan
Franzem;flɔ.ʁjan
Franzema;flɔ.ʁjan
Franzev;flɔ.ʁjan
Franzi;flɔ.ʁjan
Franzih;flɔ.ʁjan
Franzisku;fa.ni
Franzu;flɔ.ʁjan
Frasa;flɔ.ʁjan
Frase;flɔ.ʁjan
Fraservillien;fʁa.zɛʁ.vi.ljɛ̃
Frasi;flɔ.ʁjan
Frasih;flɔ.ʁjan
Frasnien;fʁa.njɛ̃
Frasnoisien;fʁa.nwa.zjɛ̃
Frasnoisienne;fʁa.nwa.zjɛn
Frasnoisiennes;fʁa.nwa.zjɛn
Frasnoisiens;fʁa.nwa.zjɛ̃
Frasom;flɔ.ʁjan
Frasoma;flɔ.ʁjan
Frasov;flɔ.ʁjan
Frasu;flɔ.ʁjan
Frauendemo;ɛks.tʁa.skɔ.lɛʁ
Fraximois;fʁa.ksi.mwa
Fred;fʁɛd
Fredah;flɔ.ʁjan
Fredam;flɔ.ʁjan
Fredama;flɔ.ʁjan
Fredami;flɔ.ʁjan
Frede;flɔ.ʁjan
Fredegunda;ɛʁ.paj
Fredericton;fʁe.de.ʁik.tœn
Fredih;flɔ.ʁjan
Fredija;flɔ.ʁjan
Fredije;flɔ.ʁjan
Fredijem;flɔ.ʁjan
Fredijema;flɔ.ʁjan
Fredijev;flɔ.ʁjan
Frediji;flɔ.ʁjan
Fredijih;flɔ.ʁjan
Frediju;flɔ.ʁjan
Fredom;flɔ.ʁjan
Fredoma;flɔ.ʁjan
Fredov;flɔ.ʁjan
Fredrika;flɔ.ʁjan
Fredrike;flɔ.ʁjan
Fredriki;flɔ.ʁjan
Fredrikih;flɔ.ʁjan
Fredrikom;flɔ.ʁjan
Fredrikoma;flɔ.ʁjan
Fredrikov;flɔ.ʁjan
Fredriku;flɔ.ʁjan
Fredu;flɔ.ʁjan
Fredyja;flɔ.ʁjan
Fredyje;flɔ.ʁjan
Fredyjem;flɔ.ʁjan
Fredyjema;flɔ.ʁjan
Fredyjev;flɔ.ʁjan
Fredyji;flɔ.ʁjan
Fredyjih;flɔ.ʁjan
Fredyju;flɔ.ʁjan
Freetown;fʁi.tawn
Fregn;fa.ni
Fregnar;fa.ni
Freideg;ftɔʁ
Freiden;ftɔʁ
Freigeist;ɛsp.ʁi.fɔʁ
Freimaurerei;flaʃ
Frelighsbourgeois;fʁe.liɡz.buʁ.ʒwa
Frenchisms;fu.ɡas
Frenka;flɔ.ʁjan
Frenke;flɔ.ʁjan
Frenkih;flɔ.ʁjan
Frenkija;flɔ.ʁjan
Frenkije;flɔ.ʁjan
Frenkijem;flɔ.ʁjan
Frenkijema;flɔ.ʁjan
Frenkijev;flɔ.ʁjan
Frenkiji;flɔ.ʁjan
Frenkijih;flɔ.ʁjan
Frenkiju;flɔ.ʁjan
Frenkom;flɔ.ʁjan
Frenkoma;flɔ.ʁjan
Frenkov;flɔ.ʁjan
Frenku;flɔ.ʁjan
Fresche;fʁɛʃ
Fresnes;fʁɛn
Fretines;fʁə.tin
Freundschaftsspiel;ɛlb
Frey;fa.ni
Freybirni;fa.ni
Freyja;fa.ni
Freyju;fa.ni
Freylaug;fa.ni
Freylaugar;fa.ni
Freylaugu;fa.ni
Freyleif;fa.ni
Freyleifar;fa.ni
Freyleifu;fa.ni
Freymar;fa.ni
Freymari;fa.ni
Freymars;fa.ni
Freymund;fa.ni
Freymundar;fa.ni
Freymundi;fa.ni
Freymundur;fa.ni
Freyr;fa.ni
Freys;fa.ni
Freystein;fa.ni
Freysteini;fa.ni
Freysteinn;fa.ni
Freysteins;fa.ni
Fria;fʁi.ja
Friardel;fʁjaʁ.dɛl
Fribourg;fʁi.buʁ
Fribourgeois;fʁi.buʁ.ʒwa
Frica;flɔ.ʁjan
Frice;flɔ.ʁjan
Fricem;flɔ.ʁjan
Fricema;flɔ.ʁjan
Fricev;flɔ.ʁjan
Frici;flɔ.ʁjan
Fricih;flɔ.ʁjan
Fricu;flɔ.ʁjan
Frid;flɔ.ʁjan
Fridah;flɔ.ʁjan
Fridam;flɔ.ʁjan
Fridama;flɔ.ʁjan
Fridami;flɔ.ʁjan
Fride;flɔ.ʁjan
Friderikah;flɔ.ʁjan
Friderikam;flɔ.ʁjan
Friderikama;flɔ.ʁjan
Friderikami;flɔ.ʁjan
Frideriki;flɔ.ʁjan
Friderikih;flɔ.ʁjan
Frideriko;flɔ.ʁjan
Friderikom;flɔ.ʁjan
Friderikoma;flɔ.ʁjan
Friderikov;flɔ.ʁjan
Frideriku;flɔ.ʁjan
Fridih;flɔ.ʁjan
Fridija;flɔ.ʁjan
Fridije;flɔ.ʁjan
Fridijem;flɔ.ʁjan
Fridijema;flɔ.ʁjan
Fridijev;flɔ.ʁjan
Fridiji;flɔ.ʁjan
Fridijih;flɔ.ʁjan
Fridiju;flɔ.ʁjan
Fridolinah;flɔ.ʁjan
Fridolinam;flɔ.ʁjan
Fridolinama;flɔ.ʁjan
Fridolinami;flɔ.ʁjan
Fridoline;flɔ.ʁjan
Fridolini;flɔ.ʁjan
Fridolinih;flɔ.ʁjan
Fridolino;flɔ.ʁjan
Fridolinom;flɔ.ʁjan
Fridolinoma;flɔ.ʁjan
Fridolinov;flɔ.ʁjan
Fridolinu;flɔ.ʁjan
Fridom;flɔ.ʁjan
Fridoma;flɔ.ʁjan
Fridov;flɔ.ʁjan
Fridu;flɔ.ʁjan
Friedensvertrag;fʁɔ̃
Friesland;fʁiz
Frigg;fa.ni
Friggjar;fa.ni
Frigidaire;fʁi.ʒi.dɛʁ
Frigidaires;fʁə.dɔ̃
Frigije;flɔ.ʁjan
Frigiji;flɔ.ʁjan
Frigijo;flɔ.ʁjan
Frioul;fʁi.jul
Frioulien;ɛ̃.te.ʁɛ.smɑ̃
Frise;fʁiz
Frisia;ɛ̃.tɑ̃.si.fi.ka.tœʁ
Frisius;ɛ̃.tɑ̃.si.fi.ka.tœʁ
Frison;fʁi.zɔ̃
Frisonne;fʁi.zɔn
Frisonnes;fʁi.zɔn
Frisons;fʁi.zɔ̃
Froidchapelle;fʁwa.ʃa.pɛl
Fromage;fɛʁ.mə.tyʁ
Fronde;fʁɔ̃d
Frontiérois;fʁɔ̃.tje.ʁwa
Frontignan;fʁɔ̃.ti.ɲɑ̃
Frontignanais;fʁɔ̃.ti.ɲa.nɛ
Frontignanaise;fʁɔ̃.ti.ɲa.nɛz
Frontignanaises;fʁɔ̃.ti.ɲa.nɛz
Frontin;fʁɔ̃.tɛ̃
Frosta;fa.ni
Frosti;fa.ni
Frouville;fʁu.vil
Frouze;fʁuz
Frouzes;fʁuz
Frugeois;fʁy.ʒwa
Frugeoise;fʁy.ʒwaz
Frugeoises;fʁy.ʒwaz
Fruges;fʁyʒ
Fryste;fʁɛ.tə.ʁa
FtM;ɛf.te.ɛm
Fuégien;fye.ʒjɛ̃
Fuégienne;fye.ʒjɛn
Fuégiennes;fye.ʒjɛn
Fuégiens;fye.ʒjɛ̃
Fugèrevillois;fy.ʒɛʁ.vi.lwa
Fuge;ɛ̃.pɛʁ.ti.nɑ̃
Fuite;fɥit
Fuites;fy.si.fɔʁm
Fujairah;fu.ʒaj.ʁa
Fuji;fy.dʒi
Fujimori;fy.ʒi.mɔ.ʁi
Fujiyama;fy.ʒi.ja.ma
Fukushima;fu.ku.ʃi.ma
Fulbert;fyl.bɛʁ
Fulgence;fyl.ʒɑ̃s
Fulgencien;fyl.ʒɑ̃.sjɛ̃
Fulvia;fʁi.zɛt
Fulvius;fʁi.zɛt
Fum;flɔ.ʁjan
Fumah;flɔ.ʁjan
Fumam;flɔ.ʁjan
Fumama;flɔ.ʁjan
Fumami;flɔ.ʁjan
Fume;flɔ.ʁjan
Fumi;flɔ.ʁjan
Fumichon;fy.mi.ʃɔ̃
Fumo;flɔ.ʁjan
Funa;fa.ni
Funi;fa.ni
Furbys;ɛ̃.tɛʁ.se.sjɔ̃
Furies;fy.ʁi
Furlana;flɔ.ʁjan
Furlane;flɔ.ʁjan
Furlani;flɔ.ʁjan
Furlanih;flɔ.ʁjan
Furlanije;flɔ.ʁjan
Furlaniji;flɔ.ʁjan
Furlanijo;flɔ.ʁjan
Furlank;flɔ.ʁjan
Furlankah;flɔ.ʁjan
Furlankam;flɔ.ʁjan
Furlankama;flɔ.ʁjan
Furlankami;flɔ.ʁjan
Furlanke;flɔ.ʁjan
Furlanki;flɔ.ʁjan
Furlanko;flɔ.ʁjan
Furlanom;flɔ.ʁjan
Furlanoma;flɔ.ʁjan
Furlanov;flɔ.ʁjan
Furlanu;flɔ.ʁjan
Furnes;fyʁn
Furnois;fyʁ.nwa
Furu;fa.ni
Fusion;fy.zjɔ̃
Futuna;fu.tu.na
Fwalansa;fɑ̃.døz
Fylki;fa.ni
Fylkir;fa.ni
Fylkis;fa.ni
fà;ɛs
fâchâmes;fɑ.ʃam
fâchât;fɑ.ʃa
fâchâtes;fɑ.ʃat
fâchèrent;fɑ.ʃɛʁ
fâché;fɑ.ʃe
fâchée;fɑ.ʃe
fâchées;fɑ.ʃe
fâchés;fɑ.ʃe
fâcha;fɑ.ʃa
fâchai;fɑ.ʃe
fâchaient;fɑ.ʃɛ
fâchais;fɑ.ʃɛ
fâchait;fɑ.ʃɛ
fâchant;fɑ.ʃɑ̃
fâchas;fɑ.ʃa
fâchasse;fɑ.ʃas
fâchassent;fɑ.ʃas
fâchasses;fɑ.ʃas
fâchassiez;fɑ.ʃa.sje
fâchassions;fɑ.ʃa.sjɔ̃
fâche;fɑʃ
fâchent;fɑʃ
fâcher;fɑ.ʃe
fâchera;fɑ.ʃə.ʁa
fâcherai;fɑ.ʃə.ʁe
fâcheraient;fɑ.ʃə.ʁɛ
fâcherais;fɑ.ʃə.ʁɛ
fâcherait;fɑ.ʃə.ʁɛ
fâcheras;fɑ.ʃə.ʁa
fâcherez;fɑ.ʃə.ʁe
fâcherie;fɑʃ.ʁi
fâcheries;faʃ.ʁi
fâcheriez;fɑ.ʃə.ʁje
fâcherions;fɑ.ʃə.ʁjɔ̃
fâcherons;fɑ.ʃə.ʁɔ̃
fâcheront;fɑ.ʃə.ʁɔ̃
fâches;fɑʃ
fâcheuse;fa.ʃøz
fâcheusement;fa.ʃøz.mɑ̃
fâcheuses;fa.ʃøz
fâcheux;fɑ.ʃø
fâchez;fɑ.ʃe
fâchiez;fɑ.ʃje
fâchions;fɑ.ʃjɔ̃
fâchons;fɑ.ʃɔ̃
fâchouillâmes;fa.ʃu.jam
fâchouillât;fa.ʃu.ja
fâchouillâtes;fa.ʃu.jat
fâchouillèrent;fa.ʃu.jɛʁ
fâchouillé;fa.ʃu.je
fâchouillée;fa.ʃu.je
fâchouillées;fa.ʃu.je
fâchouillés;fa.ʃu.je
fâchouilla;fa.ʃu.ja
fâchouillai;fa.ʃu.je
fâchouillaient;fa.ʃu.jɛ
fâchouillais;fa.ʃu.jɛ
fâchouillait;fa.ʃu.jɛ
fâchouillant;fa.ʃu.jɑ̃
fâchouillas;fa.ʃu.ja
fâchouillasse;fa.ʃu.jas
fâchouillassent;fa.ʃu.jas
fâchouillasses;fa.ʃu.jas
fâchouillassiez;fa.ʃu.ja.sje
fâchouillassions;fa.ʃu.ja.sjɔ̃
fâchouille;fa.ʃuj
fâchouillent;fa.ʃuj
fâchouiller;fɑ.ʃu.je
fâchouillera;fa.ʃu.jə.ʁa
fâchouillerai;fa.ʃu.jə.ʁe
fâchouilleraient;fa.ʃu.jə.ʁɛ
fâchouillerais;fa.ʃu.jə.ʁɛ
fâchouillerait;fa.ʃu.jə.ʁɛ
fâchouilleras;fa.ʃu.jə.ʁa
fâchouillerez;fa.ʃu.jə.ʁe
fâchouilleriez;fa.ʃu.jə.ʁje
fâchouillerions;fa.ʃu.jə.ʁjɔ̃
fâchouillerons;fa.ʃu.jə.ʁɔ̃
fâchouilleront;fa.ʃu.jə.ʁɔ̃
fâchouilles;fa.ʃuj
fâchouillez;fa.ʃu.je
fâchouilliez;fa.ʃu.je
fâchouillions;fa.ʃu.jɔ̃
fâchouillons;fa.ʃu.jɔ̃
fâme;fɑm
fâmes;fam
fæcal;fe.kal
fèce;fɛs
fècent;fɛs
fècera;fɛ.sə.ʁa
fècerai;fɛ.sə.ʁe
fèceraient;fɛ.sə.ʁɛ
fècerais;fɛ.sə.ʁɛ
fècerait;fɛ.sə.ʁɛ
fèceras;fɛ.sə.ʁa
fècerez;fɛ.sə.ʁe
fèceriez;fɛ.sə.ʁje
fècerions;fɛ.sə.ʁjɔ̃
fècerons;fɛ.sə.ʁɔ̃
fèceront;fɛ.sə.ʁɔ̃
fèces;fɛs
fèn;fɑ̃.ta.zja
fène;fɛn
fènent;fɛn
fènera;fɛ.nə.ʁa
fènerai;fɛ.nə.ʁe
fèneraient;fɛ.nə.ʁɛ
fènerais;fɛ.nə.ʁɛ
fènerait;fɛ.nə.ʁɛ
fèneras;fɛ.nə.ʁa
fènerez;fɛ.nə.ʁe
fèneriez;fɛ.nə.ʁje
fènerions;fɛ.nə.ʁjɔ̃
fènerons;fɛ.nə.ʁɔ̃
fèneront;fɛ.nə.ʁɔ̃
fènes;fɛn
fève;fɛv
fèves;fɛv
fèvre;fɛvʁ
féâmes;fe.am
féât;fe.a
féâtes;fe.at
féçâmes;fe.sam
féçât;fe.sa
féçâtes;fe.sat
féça;fe.sa
féçai;fe.se
féçaient;fe.sɛ
féçais;fe.sɛ
féçait;fe.sɛ
féçant;fe.sɑ̃
féças;fe.sa
féçasse;fe.sas
féçassent;fe.sas
féçasses;fe.sas
féçassiez;fe.sa.sje
féçassions;fe.sa.sjɔ̃
féçons;fe.sɔ̃
féèrent;fe.ɛʁ
féé;fe.e
féée;fe.e
féées;fe.e
féérie;fe.e.ʁi
fééries;fe.e.ʁi
féérique;fe.e.ʁik
féériques;fe.e.ʁik
féérisâmes;fe.e.ʁi.zam
féérisât;fe.e.ʁi.za
féérisâtes;fe.e.ʁi.zat
féérisèrent;fe.e.ʁi.zɛʁ
féérisé;fe.e.ʁi.ze
féérisée;fe.e.ʁi.ze
féérisées;fe.e.ʁi.ze
féérisés;fe.e.ʁi.ze
féérisa;fe.e.ʁi.za
féérisai;fe.e.ʁi.ze
féérisaient;fe.e.ʁi.zɛ
féérisais;fe.e.ʁi.zɛ
féérisait;fe.e.ʁi.zɛ
féérisant;fe.e.ʁi.zɑ̃
féérisas;fe.e.ʁi.za
féérisasse;fe.e.ʁi.zas
féérisassent;fe.e.ʁi.zas
féérisasses;fe.e.ʁi.zas
féérisassiez;fe.e.ʁi.za.sje
féérisassions;fe.e.ʁi.za.sjɔ̃
féérise;fe.e.ʁiz
féérisent;fe.e.ʁiz
féériser;fe.e.ʁi.ze
féérisera;fe.e.ʁi.zə.ʁa
féériserai;fe.e.ʁi.zə.ʁe
féériseraient;fe.e.ʁi.zə.ʁɛ
féériserais;fe.e.ʁi.zə.ʁɛ
féériserait;fe.e.ʁi.zə.ʁɛ
féériseras;fe.e.ʁi.zə.ʁa
féériserez;fe.e.ʁi.zə.ʁe
féériseriez;fe.e.ʁi.zə.ʁje
féériserions;fe.e.ʁi.zə.ʁjɔ̃
féériserons;fe.e.ʁi.zə.ʁɔ̃
féériseront;fe.e.ʁi.zə.ʁɔ̃
féérises;fe.e.ʁiz
féérisez;fe.e.ʁi.ze
féérisiez;fe.e.ʁi.zje
féérisions;fe.e.ʁi.zjɔ̃
féérisons;fe.e.ʁi.zɔ̃
féés;fe.e
féa;fe.a
féage;fe.aʒ
féages;fe.aʒ
féai;fe.e
féaient;fe.ɛ
féais;fe.ɛ
féait;fe.ɛ
féal;fe.al
féale;fe.al
féales;fe.al
féant;fe.ɑ̃
féas;fe.a
féasse;fe.as
féassent;fe.as
féasses;fe.as
féassiez;fe.a.sje
féassions;fe.a.sjɔ̃
féaux;fe.o
fébricitâmes;fe.bʁi.si.tam
fébricitât;fe.bʁi.si.ta
fébricitâtes;fe.bʁi.si.tat
fébricitèrent;fe.bʁi.si.tɛʁ
fébricité;fe.bʁi.si.te
fébricita;fe.bʁi.si.ta
fébricitai;fe.bʁi.si.te
fébricitaient;fe.bʁi.si.tɛ
fébricitais;fe.bʁi.si.tɛ
fébricitait;fe.bʁi.si.tɛ
fébricitans;fe.bʁi.si.tɑ̃
fébricitant;fe.bʁi.si.tɑ̃
fébricitante;fe.bʁi.si.tɑ̃t
fébricitantes;fe.bʁi.si.tɑ̃t
fébricitants;fe.bʁi.si.tɑ̃
fébricitas;fe.bʁi.si.ta
fébricitasse;fe.bʁi.si.tas
fébricitassent;fe.bʁi.si.tas
fébricitasses;fe.bʁi.si.tas
fébricitassiez;fe.bʁi.si.ta.sje
fébricitassions;fe.bʁi.si.ta.sjɔ̃
fébricite;fe.bʁi.sit
fébricitent;fe.bʁi.sit
fébriciter;fe.bʁi.si.te
fébricitera;fe.bʁi.si.tə.ʁa
fébriciterai;fe.bʁi.si.tə.ʁe
fébriciteraient;fe.bʁi.si.tə.ʁɛ
fébriciterais;fe.bʁi.si.tə.ʁɛ
fébriciterait;fe.bʁi.si.tə.ʁɛ
fébriciteras;fe.bʁi.si.tə.ʁa
fébriciterez;fe.bʁi.si.tə.ʁe
fébriciteriez;fe.bʁi.si.tə.ʁje
fébriciterions;fe.bʁi.si.tə.ʁjɔ̃
fébriciterons;fe.bʁi.si.tə.ʁɔ̃
fébriciteront;fe.bʁi.si.tə.ʁɔ̃
fébricites;fe.bʁi.sit
fébricitez;fe.bʁi.si.te
fébricitiez;fe.bʁi.si.tje
fébricitions;fe.bʁi.si.tjɔ̃
fébricitons;fe.bʁi.si.tɔ̃
fébrifuge;fe.bʁi.fyʒ
fébrile;fe.bʁil
fébrilement;fe.bʁil.mɑ̃
fébrilisâmes;fe.bʁi.li.zam
fébrilisât;fe.bʁi.li.za
fébrilisâtes;fe.bʁi.li.zat
fébrilisèrent;fe.bʁi.li.zɛʁ
fébrilisé;fe.bʁi.li.ze
fébrilisée;fe.bʁi.li.ze
fébrilisées;fe.bʁi.li.ze
fébrilisés;fe.bʁi.li.ze
fébrilisa;fe.bʁi.li.za
fébrilisai;fe.bʁi.li.ze
fébrilisaient;fe.bʁi.li.zɛ
fébrilisais;fe.bʁi.li.zɛ
fébrilisait;fe.bʁi.li.zɛ
fébrilisant;fe.bʁi.li.zɑ̃
fébrilisas;fe.bʁi.li.za
fébrilisasse;fe.bʁi.li.zas
fébrilisassent;fe.bʁi.li.zas
fébrilisasses;fe.bʁi.li.zas
fébrilisassiez;fe.bʁi.li.za.sje
fébrilisassions;fe.bʁi.li.za.sjɔ̃
fébrilise;fe.bʁi.liz
fébrilisent;fe.bʁi.liz
fébriliser;fe.bʁi.li.ze
fébrilisera;fe.bʁi.li.zə.ʁa
fébriliserai;fe.bʁi.li.zə.ʁe
fébriliseraient;fe.bʁi.li.zə.ʁɛ
fébriliserais;fe.bʁi.li.zə.ʁɛ
fébriliserait;fe.bʁi.li.zə.ʁɛ
fébriliseras;fe.bʁi.li.zə.ʁa
fébriliserez;fe.bʁi.li.zə.ʁe
fébriliseriez;fe.bʁi.li.zə.ʁje
fébriliserions;fe.bʁi.li.zə.ʁjɔ̃
fébriliserons;fe.bʁi.li.zə.ʁɔ̃
fébriliseront;fe.bʁi.li.zə.ʁɔ̃
fébrilises;fe.bʁi.liz
fébrilisez;fe.bʁi.li.ze
fébrilisiez;fe.bʁi.li.zje
fébrilisions;fe.bʁi.li.zjɔ̃
fébrilisons;fe.bʁi.li.zɔ̃
fébrilissime;fe.bʁi.li.sim
fébrilité;fe.bʁi.li.te
fébrilités;fe.bʁi.li.te
fécèrent;fe.sɛʁ
fécé;fe.se
fécal;fe.kal
fécale;fe.kal
fécales;fe.kal
fécaloïde;fe.ka.lɔ.id
fécaloïdes;fe.ka.lɔ.id
fécalome;fe.ka.lom
fécalomes;fe.ka.lom
fécaux;fe.ko
fécer;fe.se
fécera;fɛ.sə.ʁa
fécerai;fɛ.sə.ʁe
féceraient;fɛ.sə.ʁɛ
fécerais;fɛ.sə.ʁɛ
fécerait;fɛ.sə.ʁɛ
féceras;fɛ.sə.ʁa
fécerez;fɛ.sə.ʁe
féceriez;fɛ.sə.ʁje
fécerions;fɛ.sə.ʁjɔ̃
fécerons;fɛ.sə.ʁɔ̃
féceront;fɛ.sə.ʁɔ̃
fécez;fe.se
fécial;fe.sjal
féciaux;fe.sjo
féciez;fe.sje
fécions;fe.sjɔ̃
fécondâmes;fe.kɔ̃.dam
fécondât;fe.kɔ̃.da
fécondâtes;fe.kɔ̃.dat
fécondèrent;fe.kɔ̃.dɛʁ
fécondé;fe.kɔ̃.de
fécondée;fe.kɔ̃.de
fécondées;fe.kɔ̃.de
fécondés;fe.kɔ̃.de
féconda;fe.kɔ̃.da
fécondabilité;fe.kɔ̃.da.bi.li.te
fécondabilités;fe.kɔ̃.da.bi.li.te
fécondable;fe.kɔ̃.dabl
fécondables;fe.kɔ̃.dabl
fécondai;fe.kɔ̃.de
fécondaient;fe.kɔ̃.dɛ
fécondais;fe.kɔ̃.dɛ
fécondait;fe.kɔ̃.dɛ
fécondance;fe.kɔ̃.dɑ̃s
fécondant;fe.kɔ̃.dɑ̃
fécondante;fe.kɔ̃.dɑ̃t
fécondantes;fe.kɔ̃.dɑ̃t
fécondants;fe.kɔ̃.dɑ̃
fécondas;fe.kɔ̃.da
fécondasse;fe.kɔ̃.das
fécondassent;fe.kɔ̃.das
fécondasses;fe.kɔ̃.das
fécondassiez;fe.kɔ̃.da.sje
fécondassions;fe.kɔ̃.da.sjɔ̃
fécondation;fe.kɔ̃.da.sjɔ̃
fécondations;fe.kɔ̃.da.sjɔ̃
féconde;fe.kɔ̃d
fécondement;fe.kɔ̃d.mɑ̃
fécondent;fe.kɔ̃d
féconder;fe.kɔ̃.de
fécondera;fe.kɔ̃.də.ʁa
féconderai;fe.kɔ̃.də.ʁe
féconderaient;fe.kɔ̃.də.ʁɛ
féconderais;fe.kɔ̃.də.ʁɛ
féconderait;fe.kɔ̃.də.ʁɛ
féconderas;fe.kɔ̃.də.ʁa
féconderez;fe.kɔ̃.də.ʁe
féconderiez;fe.kɔ̃.də.ʁje
féconderions;fe.kɔ̃.də.ʁjɔ̃
féconderons;fe.kɔ̃.də.ʁɔ̃
féconderont;fe.kɔ̃.də.ʁɔ̃
fécondes;fe.kɔ̃d
fécondez;fe.kɔ̃.de
fécondiez;fe.kɔ̃.dje
fécondions;fe.kɔ̃.djɔ̃
fécondité;fe.kɔ̃.di.te
fécondités;fe.kɔ̃.di.te
fécondons;fe.kɔ̃.dɔ̃
féconds;fe.kɔ̃
féculâmes;fe.ky.lam
féculât;fe.ky.la
féculâtes;fe.ky.lat
féculèrent;fe.ky.lɛʁ
féculé;fe.ky.le
féculée;fe.ky.le
féculées;fe.ky.le
féculés;fe.ky.le
fécula;fe.ky.la
féculai;fe.ky.le
féculaient;fe.ky.lɛ
féculais;fe.ky.lɛ
féculait;fe.ky.lɛ
féculant;fe.ky.lɑ̃
féculas;fe.ky.la
féculasse;fe.ky.las
féculassent;fe.ky.las
féculasses;fe.ky.las
féculassiez;fe.ky.la.sje
féculassions;fe.ky.la.sjɔ̃
fécule;fe.kyl
féculence;fo.vɛt
féculens;fe.ky.lɑ̃
féculent;fe.ky.lɑ̃
féculents;fe.ky.lɑ̃
féculer;fe.ky.le
féculera;fe.ky.lə.ʁa
féculerai;fe.ky.lə.ʁe
féculeraient;fe.ky.lə.ʁɛ
féculerais;fe.ky.lə.ʁɛ
féculerait;fe.ky.lə.ʁɛ
féculeras;fe.ky.lə.ʁa
féculerez;fe.ky.lə.ʁe
féculerie;fe.ky.lə.ʁi
féculeries;fe.ky.lə.ʁi
féculeriez;fe.ky.lə.ʁje
féculerions;fe.ky.lə.ʁjɔ̃
féculerons;fe.ky.lə.ʁɔ̃
féculeront;fe.ky.lə.ʁɔ̃
fécules;fe.kyl
féculeux;fe.ky.lø
féculez;fe.ky.le
féculière;fe.ky.lje
féculières;fe.ky.lje
féculier;fe.ky.lje
féculiers;fe.ky.lje
féculiez;fe.ky.lje
féculions;fe.ky.ljɔ̃
féculite;fe.ky.lit
féculoïde;fe.ky.lɔ.id
féculoïdes;fe.ky.lɔ.id
féculons;fe.ky.lɔ̃
fédère;fe.dɛʁ
fédèrent;fe.dɛʁ
fédèrera;fe.dɛ.ʁə.ʁa
fédèrerai;fe.dɛ.ʁə.ʁe
fédèreraient;fe.dɛ.ʁə.ʁɛ
