Eastfarnhamien;ist.faʁ.na.mjɛ̃
ealligovas;ɛ̃.tɛʁ.ʁe.a.ʒi.ʁɛ
ealligovat;ɛ̃.tɛʁ.ʁe.a.ʒi.ʁɛ
ealligovva;ɛ̃.tɛʁ.ʁe.a.ʒi.ʁe
ealligovvii;ɛ̃.tɛʁ.ʁe.a.ʒi.ʁɛ
eallisilban;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbba;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbbaid;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbbaide;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbbaiguin;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbbain;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbbas;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbbat;ɛ̃.tɛʁk.ʁe.tjɛn
eallisilbii;ɛ̃.tɛʁk.ʁe.tjɛn
eambbo;e.ki.li.bʁœʁ
eanamuorjin;is.la.mi.za.tʁis
eanamuorjji;is.la.mi.za.tʁis
eanamuorjjis;is.la.mi.za.tʁis
eanamurjiid;is.la.mi.za.tʁis
eanamurjiide;is.la.mi.za.tʁis
eanamurjiiguin;is.la.mi.za.tʁis
eanamurjiin;is.la.mi.za.tʁis
earl;œʁl
earlets;ɛ.ʁɔn
earls;ɛks.tɛ̃k.tjɔ̃
earrings;ɛks.tɛ̃k.tjɔ̃
earthnuts;i.pɛʁ.kyb
easied;ɛ̃.tɛʁ.ɔ.pɛ.ʁə.ʁɛ
eastern;i.pɛʁ.mɔ̃d
eastwoodien;ist.wu.djɛ̃
eateries;ɛs.ki.mo
eavesdropper;e.lɛk.tʁo.me.na.ʒɛʁ
ebbut;ɛɡ.za.e.lɛk.tʁɔ̃.vɔlt
ebeulez;e.pi.ʁɛm
ebionitisms;ɛk.spat.ʁi.ja.sjɔ̃
ebol;e.pi.ʁɛm
eboles;e.pi.ʁɛm
ebomi;i.de.a.sjɔ̃
ebonies;ɛk.spat.ʁi.ja.sjɔ̃
ebore;ɛʁ.ʒe.be
eboreus;ɛʁ.ʒe.be
ebori;ɛʁ.ʒe.be
eboris;ɛʁ.ʒe.be
ebrietate;ɛ̃.bi.ta.bi.li.te
ebrietatem;ɛ̃.bi.ta.bi.li.te
ebrietates;ɛ̃.bi.ta.bi.li.te
ebrietati;ɛ̃.bi.ta.bi.li.te
ebrietatibus;ɛ̃.bi.ta.bi.li.te
ebrietatis;ɛ̃.bi.ta.bi.li.te
ebrietatum;ɛ̃.bi.ta.bi.li.te
ebriositate;ɛ̃.bi.ta.bi.li.te
ebriositatem;ɛ̃.bi.ta.bi.li.te
ebriositates;ɛ̃.bi.ta.bi.li.te
ebriositati;ɛ̃.bi.ta.bi.li.te
ebriositatibus;ɛ̃.bi.ta.bi.li.te
ebriositatis;ɛ̃.bi.ta.bi.li.te
ebriositatum;ɛ̃.bi.ta.bi.li.te
ecballie;ɛk.ba.li
ecbase;ɛk.baz
ecbolique;ɛk.bɔ.lik
eccéité;ɛk.se.i.te
eccetto;e.zɔ.te.ʁist
ecchymosâmes;ɛ.ki.mɔ.zam
ecchymosât;ɛ.ki.mɔ.za
ecchymosâtes;ɛ.ki.mɔ.zat
ecchymosèrent;ɛ.ki.mɔ.zɛʁ
ecchymosé;ɛ.ki.mɔ.ze
ecchymosée;ɛ.ki.mɔ.ze
ecchymosées;ɛ.ki.mɔ.ze
ecchymosés;ɛ.ki.mɔ.ze
ecchymosa;ɛ.ki.mɔ.za
ecchymosai;ɛ.ki.mɔ.ze
ecchymosaient;ɛ.ki.mɔ.zɛ
ecchymosais;ɛ.ki.mɔ.zɛ
ecchymosait;ɛ.ki.mɔ.zɛ
ecchymosant;ɛ.ki.mɔ.zɑ̃
ecchymosas;ɛ.ki.mɔ.za
ecchymosasse;ɛ.ki.mɔ.zas
ecchymosassent;ɛ.ki.mɔ.zas
ecchymosasses;ɛ.ki.mɔ.zas
ecchymosassiez;ɛ.ki.mɔ.za.sje
ecchymosassions;ɛ.ki.mɔ.za.sjɔ̃
ecchymose;e.ki.moz
ecchymosent;ɛ.ki.mɔz
ecchymoser;e.ki.mo.ze
ecchymosera;ɛ.ki.mɔ.zə.ʁa
ecchymoserai;ɛ.ki.mɔ.zə.ʁe
ecchymoseraient;ɛ.ki.mɔ.zə.ʁɛ
ecchymoserais;ɛ.ki.mɔ.zə.ʁɛ
ecchymoserait;ɛ.ki.mɔ.zə.ʁɛ
ecchymoseras;ɛ.ki.mɔ.zə.ʁa
ecchymoserez;ɛ.ki.mɔ.zə.ʁe
ecchymoseriez;ɛ.ki.mɔ.zə.ʁje
ecchymoserions;ɛ.ki.mɔ.zə.ʁjɔ̃
ecchymoserons;ɛ.ki.mɔ.zə.ʁɔ̃
ecchymoseront;ɛ.ki.mɔ.zə.ʁɔ̃
ecchymoses;e.ki.mɔz
ecchymosez;ɛ.ki.mɔ.ze
ecchymosiez;ɛ.ki.mɔ.zje
ecchymosions;ɛ.ki.mɔ.zjɔ̃
ecchymosons;ɛ.ki.mɔ.zɔ̃
ecchymotique;e.ki.mo.tik
ecchymotiques;e.ki.mo.tik
ecclésia;ek.le.zja
ecclésial;ek.le.zjal
ecclésiale;ɛk.le.zjal
ecclésiasticisâmes;ek.le.zjas.ti.si.zam
ecclésiasticisât;ek.le.zjas.ti.si.za
ecclésiasticisâtes;ek.le.zjas.ti.si.zat
ecclésiasticisèrent;ek.le.zjas.ti.si.zɛʁ
ecclésiasticisé;ek.le.zjas.ti.si.ze
ecclésiasticisée;ek.le.zjas.ti.si.ze
ecclésiasticisées;ek.le.zjas.ti.si.ze
ecclésiasticisés;ek.le.zjas.ti.si.ze
ecclésiasticisa;ek.le.zjas.ti.si.za
ecclésiasticisai;ek.le.zjas.ti.si.ze
ecclésiasticisaient;ek.le.zjas.ti.si.zɛ
ecclésiasticisais;ek.le.zjas.ti.si.zɛ
ecclésiasticisait;ek.le.zjas.ti.si.zɛ
ecclésiasticisant;ek.le.zjas.ti.si.zɑ̃
ecclésiasticisas;ek.le.zjas.ti.si.za
ecclésiasticisasse;ek.le.zjas.ti.si.zas
ecclésiasticisassent;ek.le.zjas.ti.si.zas
ecclésiasticisasses;ek.le.zjas.ti.si.zas
ecclésiasticisassiez;ek.le.zjas.ti.si.za.sje
ecclésiasticisassions;ek.le.zjas.ti.si.za.sjɔ̃
ecclésiasticise;ek.le.zjas.ti.siz
ecclésiasticisent;ek.le.zjas.ti.siz
ecclésiasticiser;ek.le.zjas.ti.si.ze
ecclésiasticisera;ek.le.zjas.ti.si.zə.ʁa
ecclésiasticiserai;ek.le.zjas.ti.si.zə.ʁe
ecclésiasticiseraient;ek.le.zjas.ti.si.zə.ʁɛ
ecclésiasticiserais;ek.le.zjas.ti.si.zə.ʁɛ
ecclésiasticiserait;ek.le.zjas.ti.si.zə.ʁɛ
ecclésiasticiseras;ek.le.zjas.ti.si.zə.ʁa
ecclésiasticiserez;ek.le.zjas.ti.si.zə.ʁe
ecclésiasticiseriez;ek.le.zjas.ti.si.zə.ʁje
ecclésiasticiserions;ek.le.zjas.ti.si.zə.ʁjɔ̃
ecclésiasticiserons;ek.le.zjas.ti.si.zə.ʁɔ̃
ecclésiasticiseront;ek.le.zjas.ti.si.zə.ʁɔ̃
ecclésiasticises;ek.le.zjas.ti.siz
ecclésiasticisez;ek.le.zjas.ti.si.ze
ecclésiasticisiez;ek.le.zjas.ti.si.zje
ecclésiasticisions;ek.le.zjas.ti.si.zjɔ̃
ecclésiasticisons;ek.le.zjas.ti.si.zɔ̃
ecclésiastique;ek.le.zjas.tik
ecclésiologie;ɛk.le.zjɔ.lɔ.ʒi
ecclésiologique;ɛk.le.zjɔ.lɔ.ʒik
ecclésiologue;ɛk.le.zjɔ.lɔɡ
ecclésiophile;ek.le.zjɔ.fil
ecclésiophiles;ek.le.zjo.fil
eccrine;ɛk.ʁin
eccyclème;ɛk.sik.lɛm
ecdysone;ɛk.di.zɔn
echar;e.te.ʁɔp.tɛʁ
echedoù;ɛ̃.fi.ni.te.zi.mal
echel;e.pi.ʁɛm
echeloned;ɛ̃.tɛʁ.ɔ.pɛ.ʁə.ʁɛ
echolocations;i.mɛʁ.sjɔ̃
eclaircissements;ɛks.pɑ̃s
ecmésie;ɛk.me.zi
ecmésies;e.ko.lɔ.ka.sjɔ̃
ecocline;e.kok.lin
ecofascism;e.kɔ.tɛ.ʁɔ.ʁist
ecofascist;ɛk.le.zjɔ.lɔɡ
ecologismi;e.kɔ.lɔ.ʒism
ecologismo;e.kɔ.lɔ.ʒism
economics;ɛ̃.fla.sjɔ̃
economitzar;e.me.li.nwa
ecosphere;ɛk.le.zjɔ.lɔɡ
ecoterrorism;e.kɔ.tɛ.ʁɔ.ʁism
ecotone;e.ko.tɔn
ecotope;ɛk.le.zjɔ.lɔɡ
ecotourism;ɛk.le.zjɔ.lɔɡ
ecsta;ɛks.ta
ecstasies;ek.sin
ecstasy;ɛk.sta.zi
ecstasys;ɛk.sta.zi
ecténie;ɛk.te.ni
ectasie;ɛk.ta.zi
ectasien;ɛk.ta.zjɛ̃
ectasienne;ɛk.ta.zjɛn
ectasiennes;ɛk.ta.zjɛn
ectasiens;ɛk.ta.zjɛ̃
ectasies;ek.ʁɛ.taʒ
ectasique;ɛk.ta.zik
ecthésien;ɛk.te.zjɛ̃
ectique;e.tik
ectiques;e.tik
ectoblaste;ɛk.tob.last
ectoblastes;ek.ʁɛ.taʒ
ectoderme;ɛk.to.dɛʁm
ectodermes;ek.ʁɛ.taʒ
ectodermique;ɛ.ktɔ.dɛʁ.mik
ectogenèse;ɛk.tɔ.ʒə.nɛz
ectogenèses;ɛk.tɔ.ʒə.nɛz
ectomia;ɛk.tɔ.mi
ectomie;ɛk.tɔ.mi
ectomies;ɛk.tɔ.mi
ectomisâmes;ɛk.tɔ.mi.zam
ectomisât;ɛk.tɔ.mi.za
ectomisâtes;ɛk.tɔ.mi.zat
ectomisèrent;ɛk.tɔ.mi.zɛʁ
ectomisé;ɛk.tɔ.mi.ze
ectomisée;ɛk.tɔ.mi.ze
ectomisées;ɛk.tɔ.mi.ze
ectomisés;ɛk.tɔ.mi.ze
ectomisa;ɛk.tɔ.mi.za
ectomisai;ɛk.tɔ.mi.ze
ectomisaient;ɛk.tɔ.mi.zɛ
ectomisais;ɛk.tɔ.mi.zɛ
ectomisait;ɛk.tɔ.mi.zɛ
ectomisant;ɛk.tɔ.mi.zɑ̃
ectomisas;ɛk.tɔ.mi.za
ectomisasse;ɛk.tɔ.mi.zas
ectomisassent;ɛk.tɔ.mi.zas
ectomisasses;ɛk.tɔ.mi.zas
ectomisassiez;ɛk.tɔ.mi.za.sje
ectomisassions;ɛk.tɔ.mi.za.sjɔ̃
ectomise;ɛk.tɔ.miz
ectomisent;ɛk.tɔ.miz
ectomiser;ɛk.tɔ.mi.ze
ectomisera;ɛk.tɔ.mi.zə.ʁa
ectomiserai;ɛk.tɔ.mi.zə.ʁe
ectomiseraient;ɛk.tɔ.mi.zə.ʁɛ
ectomiserais;ɛk.tɔ.mi.zə.ʁɛ
ectomiserait;ɛk.tɔ.mi.zə.ʁɛ
ectomiseras;ɛk.tɔ.mi.zə.ʁa
ectomiserez;ɛk.tɔ.mi.zə.ʁe
ectomiseriez;ɛk.tɔ.mi.zə.ʁje
ectomiserions;ɛk.tɔ.mi.zə.ʁjɔ̃
ectomiserons;ɛk.tɔ.mi.zə.ʁɔ̃
ectomiseront;ɛk.tɔ.mi.zə.ʁɔ̃
ectomises;ɛk.tɔ.miz
ectomisez;ɛk.tɔ.mi.ze
ectomisiez;ɛk.tɔ.mi.zje
ectomisions;ɛk.tɔ.mi.zjɔ̃
ectomisons;ɛk.tɔ.mi.zɔ̃
ectomorphe;ek.tɔ.mɔʁf
ectomy;ɛk.tɔ.mi
ectomycorhize;ɛk.to.mi.ko.ʁiz
ectopage;ɛk.tɔ.paʒ
ectoparasite;ɛkto.pa.ʁa.zit
ectopie;ɛk.tɔ.pi
ectopies;ek.ʁɛ.taʒ
ectopique;ɛk.tɔ.pik
ectopiques;ek.ʁɛ.taʒ
ectoplasmes;ɛk.tɔp.lasm
ectoplasmiques;ɛk.tɔp.las.mik
ectopogone;ɛk.tɔ.pɔ.ɡɔn
ectopogones;ek.ʁɛ.taʒ
ectotherme;ɛk.tɔ.tɛʁm
ectothermie;ɛk.to.tɛʁ.mi
ectothermies;ɛk.to.tɛʁ.mi
ectozoaire;ɛ̃.fɛʁ.til
ectropion;ɛk.tʁɔ.pjɔ̃
ectropions;ɛk.tʁɔ.pjɔ̃
ectylotique;ɛk.ti.lɔ.tik
ectylotiques;ek.ʁɛ.taʒ
ectype;ɛk.tip
ectypes;ek.ʁɛ.taʒ
ecus;ek.sin
eczéma;ɛk.ze.ma
eczémas;ɛɡ.ze.ma
eczémateuse;ɛɡ.ze.ma.tøz
eczémateuses;ɛɡ.ze.ma.tøz
eczémateux;ɛɡ.ze.ma.tø
eczématisâmes;ɛɡ.ze.ma.ti.zam
eczématisât;ɛɡ.ze.ma.ti.za
eczématisâtes;ɛɡ.ze.ma.ti.zat
eczématisèrent;ɛɡ.ze.ma.ti.zɛʁ
eczématisé;ɛɡ.ze.ma.ti.ze
eczématisée;ɛɡ.ze.ma.ti.ze
eczématisées;ɛɡ.ze.ma.ti.ze
eczématisés;ɛɡ.ze.ma.ti.ze
eczématisa;ɛɡ.ze.ma.ti.za
eczématisai;ɛɡ.ze.ma.ti.ze
eczématisaient;ɛɡ.ze.ma.ti.zɛ
eczématisais;ɛɡ.ze.ma.ti.zɛ
eczématisait;ɛɡ.ze.ma.ti.zɛ
eczématisant;ɛɡ.ze.ma.ti.zɑ̃
eczématisas;ɛɡ.ze.ma.ti.za
eczématisasse;ɛɡ.ze.ma.ti.zas
eczématisassent;ɛɡ.ze.ma.ti.zas
eczématisasses;ɛɡ.ze.ma.ti.zas
eczématisassiez;ɛɡ.ze.ma.ti.za.sje
eczématisassions;ɛɡ.ze.ma.ti.za.sjɔ̃
eczématise;ɛɡ.ze.ma.tiz
eczématisent;ɛɡ.ze.ma.tiz
eczématiser;ɛɡ.ze.ma.ti.ze
eczématisera;ɛɡ.ze.ma.ti.zə.ʁa
eczématiserai;ɛɡ.ze.ma.ti.zə.ʁe
eczématiseraient;ɛɡ.ze.ma.ti.zə.ʁɛ
eczématiserais;ɛɡ.ze.ma.ti.zə.ʁɛ
eczématiserait;ɛɡ.ze.ma.ti.zə.ʁɛ
eczématiseras;ɛɡ.ze.ma.ti.zə.ʁa
eczématiserez;ɛɡ.ze.ma.ti.zə.ʁe
eczématiseriez;ɛɡ.ze.ma.ti.zə.ʁje
eczématiserions;ɛɡ.ze.ma.ti.zə.ʁjɔ̃
eczématiserons;ɛɡ.ze.ma.ti.zə.ʁɔ̃
eczématiseront;ɛɡ.ze.ma.ti.zə.ʁɔ̃
eczématises;ɛɡ.ze.ma.tiz
eczématisez;ɛɡ.ze.ma.ti.ze
eczématisiez;ɛɡ.ze.ma.ti.zje
eczématisions;ɛɡ.ze.ma.ti.zjɔ̃
eczématisons;ɛɡ.ze.ma.ti.zɔ̃
ed;ɛd
edam;e.dam
eddique;e.dik
eddiques;e.dik
edebîyat;ek.la.bu.saʒ
edes;is.tɔ.ʁik
edh;ɛt
edifices;ek.sin
edificiu;ɛs.pe.ʁɑ̃s.də.vi
edified;ɛsp.ʁi.fʁa.pœʁ
edikur;i.ny.zɥɛl
editable;e.di.tabl
edmontonien;ɛd.mən.tə.njɛ̃
edmontonienne;ɛd.mən.tə.njɛn
edmontoniennes;ɛd.mən.tə.njɛn
edmontoniens;ɛd.mən.tə.njɛ̃
edomp;i.lit
edont;i.lit
edormire;e.ʃwa.ʁɛ
educatore;ɛ̃s.tʁyk.tʁis
educatori;ɛ̃s.tʁyk.tʁis
educatrice;ɛ̃s.tʁyk.tʁis
educatrici;ɛ̃s.tʁyk.tʁis
eduskunta;e.mɔ.dja.li.zə.ʁɛ
edwardienne;e.dwaʁ.djɛn
eeked;ɛ̃.tɛʁ.ɔ.pɛ.ʁə.ʁɛ
eelaaminaaciki;e.ʒa.vɛ.tə.ʁɛ
eelaaminaanki;e.ʒa.vɛ.tə.ʁɛ
eelaaminaayankwi;e.ʒa.vɛ.tə.ʁɛ
eenikaria;i.ne.ʃɑ̃.ʒabl
efféminâmes;e.fe.mi.nam
efféminât;e.fe.mi.na
efféminâtes;e.fe.mi.nat
efféminèrent;e.fe.mi.nɛʁ
efféminé;e.fe.mi.ne
efféminée;e.fe.mi.ne
efféminées;e.fe.mi.ne
efféminés;e.fe.mi.ne
effémina;e.fe.mi.na
efféminai;e.fe.mi.ne
efféminaient;e.fe.mi.nɛ
efféminais;e.fe.mi.nɛ
efféminait;e.fe.mi.nɛ
efféminant;e.fe.mi.nɑ̃
efféminas;e.fe.mi.na
efféminasse;e.fe.mi.nas
efféminassent;e.fe.mi.nas
efféminasses;e.fe.mi.nas
efféminassiez;e.fe.mi.na.sje
efféminassions;e.fe.mi.na.sjɔ̃
effémination;ɛ.fe.mi.na.sjɔ̃
effémine;e.fe.min
efféminemens;ɛ.fe.min.mɑ̃
efféminement;ɛ.fe.min.mɑ̃
efféminements;ɛ.fe.min.mɑ̃
efféminent;e.fe.min
efféminer;e.fe.mi.ne
efféminera;e.fe.mi.nə.ʁa
efféminerai;e.fe.mi.nə.ʁe
effémineraient;e.fe.mi.nə.ʁɛ
efféminerais;e.fe.mi.nə.ʁɛ
efféminerait;e.fe.mi.nə.ʁɛ
effémineras;e.fe.mi.nə.ʁa
efféminerez;e.fe.mi.nə.ʁe
effémineriez;e.fe.mi.nə.ʁje
efféminerions;e.fe.mi.nə.ʁjɔ̃
efféminerons;e.fe.mi.nə.ʁɔ̃
effémineront;e.fe.mi.nə.ʁɔ̃
effémines;e.fe.min
efféminez;e.fe.mi.ne
efféminiez;e.fe.mi.nje
efféminions;e.fe.mi.njɔ̃
efféminisation;e.fe.mi.ni.za.sjɔ̃
efféminisations;e.fe.mi.ni.za.sjɔ̃
efféminons;e.fe.mi.nɔ̃
efféminophobie;e.fe.mi.nɔ.fɔ.bi
efféminophobies;e.fe.mi.nɔ.fɔ.bi
efférence;e.fe.ʁɑ̃s
efférences;e.fe.ʁɑ̃s
efférens;ɛ.fe.ʁɑ̃
efférent;ɛ.fe.ʁɑ̃
efférente;ɛ.fe.ʁɑ̃t
efférentes;ɛ.fe.ʁɑ̃t
efférents;ɛ.fe.ʁɑ̃
effaçâmes;e.fa.sam
effaçât;e.fa.sa
effaçâtes;e.fa.sat
effaça;e.fa.sa
effaçable;e.fa.sabl
effaçables;e.fɛn.di
effaçage;ɛ.fa.saʒ
effaçai;e.fa.se
effaçaient;e.fa.sɛ
effaçais;e.fa.sɛ
effaçait;e.fa.sɛ
effaçant;e.fa.sɑ̃
effaças;e.fa.sa
effaçasse;e.fa.sas
effaçassent;e.fa.sas
effaçasses;e.fa.sas
effaçassiez;e.fa.sa.sje
effaçassions;e.fa.sa.sjɔ̃
effaçons;e.fa.sɔ̃
effaçure;e.ʒi.pɑ̃
effacèrent;e.fa.sɛʁ
effacé;e.fa.se
effacée;e.fa.se
effacées;e.fa.se
effacés;e.fa.se
efface;e.fas
effacemens;e.fas.mɑ̃
effacement;e.fas.mɑ̃
effacements;e.fas.mɑ̃
effacent;e.fas
effacer;e.fa.se
effacera;e.fa.sə.ʁa
effacerai;e.fa.sə.ʁe
effaceraient;e.fa.sə.ʁɛ
effacerais;e.fa.sə.ʁɛ
effacerait;e.fa.sə.ʁɛ
effaceras;e.fa.sə.ʁa
effacerez;e.fa.sə.ʁe
effaceriez;e.fa.sə.ʁje
effacerions;e.fa.sə.ʁjɔ̃
effacerons;e.fa.sə.ʁɔ̃
effaceront;e.fa.sə.ʁɔ̃
effaces;e.fas
effaceur;e.fa.sœʁ
effaceurs;e.fa.sœʁ
effacez;e.fa.se
effaciez;e.fa.sje
effacions;e.fa.sjɔ̃
effanâmes;e.fa.nam
effanât;e.fa.na
effanâtes;e.fa.nat
effanèrent;e.fa.nɛʁ
effané;e.fa.ne
effanée;e.fa.ne
effanées;e.fa.ne
effanés;e.fa.ne
effana;e.fa.na
effanage;ɛ.fa.naʒ
effanai;e.fa.ne
effanaient;e.fa.nɛ
effanais;e.fa.nɛ
effanait;e.fa.nɛ
effanant;e.fa.nɑ̃
effanas;e.fa.na
effanasse;e.fa.nas
effanassent;e.fa.nas
effanasses;e.fa.nas
effanassiez;e.fa.na.sje
effanassions;e.fa.na.sjɔ̃
effane;e.fan
effanent;e.fan
effaner;e.fa.ne
effanera;e.fa.nə.ʁa
effanerai;e.fa.nə.ʁe
effaneraient;e.fa.nə.ʁɛ
effanerais;e.fa.nə.ʁɛ
effanerait;e.fa.nə.ʁɛ
effaneras;e.fa.nə.ʁa
effanerez;e.fa.nə.ʁe
effaneriez;e.fa.nə.ʁje
effanerions;e.fa.nə.ʁjɔ̃
effanerons;e.fa.nə.ʁɔ̃
effaneront;e.fa.nə.ʁɔ̃
effanes;e.fan
effaneur;ɛ.fa.nœʁ
effanez;e.fa.ne
effaniez;e.fa.nje
effanions;e.fa.njɔ̃
effanons;e.fa.nɔ̃
effanti;ɛs.tyʁ.ʒo.njɛʁ
effanure;ɛ.fa.nyʁ
effanures;e.fɛn.di
effarâmes;e.fa.ʁam
effarât;e.fa.ʁa
effarâtes;e.fa.ʁat
effarèrent;e.fa.ʁɛʁ
effaré;e.fa.ʁe
effarée;e.fa.ʁe
effarées;e.fa.ʁe
effarés;e.fa.ʁe
effara;e.fa.ʁa
effarade;ɛ.fa.ʁad
effarai;e.fa.ʁe
effaraient;e.fa.ʁɛ
effarais;e.fa.ʁɛ
effarait;e.fa.ʁɛ
effarant;e.fa.ʁɑ̃
effarante;e.fa.ʁɑ̃t
effarantes;e.fa.ʁɑ̃t
effarants;e.fa.ʁɑ̃
effaras;e.fa.ʁa
effarasse;e.fa.ʁas
effarassent;e.fa.ʁas
effarasses;e.fa.ʁas
effarassiez;e.fa.ʁa.sje
effarassions;e.fa.ʁa.sjɔ̃
effare;e.faʁ
effaremens;e.faʁ.mɑ̃
effarement;e.faʁ.mɑ̃
effarements;e.faʁ.mɑ̃
effarent;e.faʁ
effarer;e.fa.ʁe
effarera;e.fa.ʁə.ʁa
effarerai;e.fa.ʁə.ʁe
effareraient;e.fa.ʁə.ʁɛ
effarerais;e.fa.ʁə.ʁɛ
effarerait;e.fa.ʁə.ʁɛ
effareras;e.fa.ʁə.ʁa
effarerez;e.fa.ʁə.ʁe
effareriez;e.fa.ʁə.ʁje
effarerions;e.fa.ʁə.ʁjɔ̃
effarerons;e.fa.ʁə.ʁɔ̃
effareront;e.fa.ʁə.ʁɔ̃
effares;e.faʁ
effarez;e.fa.ʁe
effariez;e.fa.ʁje
effarions;e.fa.ʁjɔ̃
effarons;e.fa.ʁɔ̃
effarouchâmes;e.fa.ʁu.ʃam
effarouchât;e.fa.ʁu.ʃa
effarouchâtes;e.fa.ʁu.ʃat
effarouchèrent;e.fa.ʁu.ʃɛʁ
effarouché;e.fa.ʁu.ʃe
effarouchée;e.fa.ʁu.ʃe
effarouchées;e.fa.ʁu.ʃe
effarouchés;e.fa.ʁu.ʃe
effaroucha;e.fa.ʁu.ʃa
effarouchai;e.fa.ʁu.ʃe
effarouchaient;e.fa.ʁu.ʃɛ
effarouchais;e.fa.ʁu.ʃɛ
effarouchait;e.fa.ʁu.ʃɛ
effarouchant;e.fa.ʁu.ʃɑ̃
effarouchants;e.fa.ʁu.ʃɑ̃
effarouchas;e.fa.ʁu.ʃa
effarouchasse;e.fa.ʁu.ʃas
effarouchassent;e.fa.ʁu.ʃas
effarouchasses;e.fa.ʁu.ʃas
effarouchassiez;e.fa.ʁu.ʃa.sje
effarouchassions;e.fa.ʁu.ʃa.sjɔ̃
effarouche;e.fa.ʁuʃ
effarouchemens;e.fa.ʁuʃ.mɑ̃
effarouchement;e.fa.ʁuʃ.mɑ̃
effarouchements;e.fa.ʁuʃ.mɑ̃
effarouchent;e.fa.ʁuʃ
effaroucher;e.fa.ʁu.ʃe
effarouchera;e.fa.ʁu.ʃə.ʁa
effaroucherai;e.fa.ʁu.ʃə.ʁe
effaroucheraient;e.fa.ʁu.ʃə.ʁɛ
effaroucherais;e.fa.ʁu.ʃə.ʁɛ
effaroucherait;e.fa.ʁu.ʃə.ʁɛ
effaroucheras;e.fa.ʁu.ʃə.ʁa
effaroucherez;e.fa.ʁu.ʃə.ʁe
effaroucheriez;e.fa.ʁu.ʃə.ʁje
effaroucherions;e.fa.ʁu.ʃə.ʁjɔ̃
effaroucherons;e.fa.ʁu.ʃə.ʁɔ̃
effaroucheront;e.fa.ʁu.ʃə.ʁɔ̃
effarouches;e.fa.ʁuʃ
effarouchez;e.fa.ʁu.ʃe
effarouchiez;e.fa.ʁu.ʃje
effarouchions;e.fa.ʁu.ʃjɔ̃
effarouchons;e.fa.ʁu.ʃɔ̃
effarvate;e.faʁ.vat
effarvates;e.faʁ.vat
effarvatte;e.faʁ.vat
effarvattes;e.faʁ.vat
effatus;e.mil
effauchetâmes;ɛ.fo.ʃə.tam
effauchetât;ɛ.fo.ʃə.ta
effauchetâtes;ɛ.fo.ʃə.tat
effauchetèrent;ɛ.fo.ʃə.tɛʁ
effaucheté;ɛ.fo.ʃə.te
effauchetée;ɛ.fo.ʃə.te
effauchetées;ɛ.fo.ʃə.te
effauchetés;ɛ.fo.ʃə.te
effaucheta;ɛ.fo.ʃə.ta
effauchetai;ɛ.fo.ʃə.te
effauchetaient;ɛ.fo.ʃə.tɛ
effauchetais;ɛ.fo.ʃə.tɛ
effauchetait;ɛ.fo.ʃə.tɛ
effauchetant;ɛ.fo.ʃə.tɑ̃
effauchetas;ɛ.fo.ʃə.ta
effauchetasse;ɛ.fo.ʃə.tas
effauchetassent;ɛ.fo.ʃə.tas
effauchetasses;ɛ.fo.ʃə.tas
effauchetassiez;ɛ.fo.ʃə.ta.sje
effauchetassions;ɛ.fo.ʃə.ta.sjɔ̃
effauchetez;ɛ.fo.ʃə.te
effauchetiez;ɛ.fo.ʃə.tje
effauchetions;ɛ.fo.ʃə.tjɔ̃
effauchetons;ɛ.fo.ʃə.tɔ̃
effauchettâmes;ɛ.fo.ʃɛ.tam
effauchettât;ɛ.fo.ʃɛ.ta
effauchettâtes;ɛ.fo.ʃɛ.tat
effauchettèrent;ɛ.fo.ʃɛ.tɛʁ
effauchetté;ɛ.fo.ʃɛ.te
effauchettée;ɛ.fo.ʃɛ.te
effauchettées;ɛ.fo.ʃɛ.te
effauchettés;ɛ.fo.ʃɛ.te
effauchetta;ɛ.fo.ʃɛ.ta
effauchettai;ɛ.fo.ʃɛ.te
effauchettaient;ɛ.fo.ʃɛ.tɛ
effauchettais;ɛ.fo.ʃɛ.tɛ
effauchettait;ɛ.fo.ʃɛ.tɛ
effauchettant;ɛ.fo.ʃɛ.tɑ̃
effauchettas;ɛ.fo.ʃɛ.ta
effauchettasse;ɛ.fo.ʃɛ.tas
effauchettassent;ɛ.fo.ʃɛ.tas
effauchettasses;ɛ.fo.ʃɛ.tas
effauchettassiez;ɛ.fo.ʃɛ.ta.sje
effauchettassions;ɛ.fo.ʃɛ.ta.sjɔ̃
effauchette;ɛ.fo.ʃɛt
effauchettent;ɛ.fo.ʃɛt
effauchetter;e.fo.ʃɛ.te
effauchettera;ɛ.fo.ʃɛ.tə.ʁa
effauchetterai;ɛ.fo.ʃɛ.tə.ʁe
effauchetteraient;ɛ.fo.ʃɛ.tə.ʁɛ
effauchetterais;ɛ.fo.ʃɛ.tə.ʁɛ
effauchetterait;ɛ.fo.ʃɛ.tə.ʁɛ
